2022-10-15 14:26:36.087348	https://www.encodeproject.org/cart-report/?type=Experiment&cart=%2Fcarts%2F30169f7a-2f41-4042-a438-e447476b2dd4%2F&limit=all
ID	Accession	Assay name	Assay title	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR672HWL/	ENCSR672HWL	ChIP-seq	Histone ChIP-seq	/targets/H3K4me3-human/	H3K4me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens common myeloid progenitor, CD34-positive	common myeloid progenitor, CD34-positive	GEO:GSM486709,GEO:GSM486711,SCREEN-GRCh38:primary_hematopoietic_stem_cells		Bradley Bernstein, Broad	Roadmap	released	/files/ENCFF193LKN/,/files/ENCFF578HXQ/,/files/ENCFF083XCW/,/files/ENCFF717TVF/,/files/ENCFF266AQA/,/files/ENCFF231TDZ/,/files/ENCFF480UFO/,/files/ENCFF523YCZ/,/files/ENCFF350SUJ/,/files/ENCFF012KAF/,/files/ENCFF075WGH/,/files/ENCFF172UTY/,/files/ENCFF011MCS/,/files/ENCFF451FUI/,/files/ENCFF370SVL/,/files/ENCFF052SEG/,/files/ENCFF681XYI/,/files/ENCFF534XLP/,/files/ENCFF425ZXK/,/files/ENCFF217NOL/,/files/ENCFF546SND/,/files/ENCFF668BLZ/,/files/ENCFF973DLK/,/files/ENCFF246FJL/,/files/ENCFF555UDT/,/files/ENCFF816ZKE/,/files/ENCFF646EDU/,/files/ENCFF608GXJ/,/files/ENCFF139OTS/,/files/ENCFF591GRA/,/files/ENCFF418AOJ/,/files/ENCFF720AJQ/,/files/ENCFF153IRR/,/files/ENCFF558XSA/,/files/ENCFF226XQY/,/files/ENCFF048TRH/,/files/ENCFF375MJJ/,/files/ENCFF406SJK/,/files/ENCFF559ZRW/,/files/ENCFF634CKR/,/files/ENCFF973AOW/,/files/ENCFF663SBL/,/files/ENCFF046BPD/,/files/ENCFF359LJH/,/files/ENCFF199ZCQ/,/files/ENCFF022RVA/,/files/ENCFF916RXL/,/files/ENCFF045JYK/,/files/ENCFF779TVD/,/files/ENCFF452RUC/,/files/ENCFF335ADL/,/files/ENCFF611BWY/,/files/ENCFF486NVG/,/files/ENCFF955RJW/,/files/ENCFF687DQB/,/files/ENCFF661JNO/	/reference-epigenomes/ENCSR207FTI/	ENCBS247NGO,ENCBS691MEK	1,2	1	ENCAB000ANU,ENCAB000APN	Homo sapiens	unknown													/replicates/ab24c8ce-6988-4825-8628-456e368bd452/,/replicates/c92fbfc2-8f90-4bc4-844c-b3284aae5dbc/				
/experiments/ENCSR805DRK/	ENCSR805DRK	ChIP-seq	Histone ChIP-seq	/targets/H3K36me3-human/	H3K36me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens CD4-positive, alpha-beta memory T cell	CD4-positive, alpha-beta memory T cell	GEO:GSM772893,GEO:GSM997237		Bradley Bernstein, Broad	Roadmap	released	/files/ENCFF823PJE/,/files/ENCFF674ELJ/,/files/ENCFF528ZUF/,/files/ENCFF591EBI/,/files/ENCFF388HYM/,/files/ENCFF080SCJ/,/files/ENCFF264TDI/,/files/ENCFF546VJY/,/files/ENCFF357GRD/,/files/ENCFF726JYL/,/files/ENCFF644MPX/,/files/ENCFF403VFY/,/files/ENCFF300KDY/,/files/ENCFF953PNZ/,/files/ENCFF308PTV/,/files/ENCFF814HZA/,/files/ENCFF425ZNL/,/files/ENCFF555PRI/,/files/ENCFF299NOI/,/files/ENCFF800ESV/,/files/ENCFF736SDF/,/files/ENCFF393OBF/,/files/ENCFF617AKQ/,/files/ENCFF435ZQX/,/files/ENCFF375URR/,/files/ENCFF922MBC/,/files/ENCFF903KCZ/,/files/ENCFF002JKH/,/files/ENCFF904GXB/,/files/ENCFF769VQP/,/files/ENCFF491EGG/,/files/ENCFF411NGC/,/files/ENCFF534TVQ/,/files/ENCFF255JJE/,/files/ENCFF720XNR/,/files/ENCFF918YDF/,/files/ENCFF029VKL/,/files/ENCFF789MWK/,/files/ENCFF456GUK/,/files/ENCFF578ECL/,/files/ENCFF618AMS/,/files/ENCFF552VKF/,/files/ENCFF394CNX/,/files/ENCFF440SON/,/files/ENCFF414GSP/,/files/ENCFF803TMG/,/files/ENCFF307GHK/,/files/ENCFF504CZW/,/files/ENCFF239DKU/,/files/ENCFF495YIP/,/files/ENCFF078RSL/,/files/ENCFF997OEM/,/files/ENCFF619RCL/,/files/ENCFF263CEK/,/files/ENCFF597PMM/,/files/ENCFF241GXE/,/files/ENCFF788JSC/,/files/ENCFF309QLX/,/files/ENCFF530QYC/	/reference-epigenomes/ENCSR199UQX/	ENCBS988EOC,ENCBS409BCP	1,2	3,2	ENCAB000ADU	Homo sapiens	unknown													/replicates/fd049763-5144-48b7-9d44-f32b3e1182e9/,/replicates/691e168f-ad57-433d-9f1f-596b7f10591c/				
/experiments/ENCSR000APA/	ENCSR000APA	ChIP-seq	Histone ChIP-seq	/targets/H2AFZ-human/	H2AFZ	H2AFZ	Homo sapiens skeletal muscle myoblast male adult (22 years)	skeletal muscle myoblast	UCSC-ENCODE-hg19:wgEncodeEH001036,GEO:GSM733760	H2AFZ ChIP-seq on human HSMM	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF000BKQ/,/files/ENCFF000BKR/,/files/ENCFF000BKT/,/files/ENCFF000BKU/,/files/ENCFF000BLB/,/files/ENCFF000BLD/,/files/ENCFF001SXH/,/files/ENCFF934XSQ/,/files/ENCFF802BGO/,/files/ENCFF884UHF/,/files/ENCFF034PME/,/files/ENCFF306XQT/,/files/ENCFF070HIF/,/files/ENCFF040UVQ/,/files/ENCFF489CMU/,/files/ENCFF566LCV/,/files/ENCFF093MII/,/files/ENCFF462PLL/,/files/ENCFF970BUY/,/files/ENCFF657SMV/,/files/ENCFF822FAW/,/files/ENCFF642PWF/,/files/ENCFF025MIF/,/files/ENCFF191USF/,/files/ENCFF973BUP/,/files/ENCFF265XCW/,/files/ENCFF254PAV/,/files/ENCFF128DVX/,/files/ENCFF563TNO/,/files/ENCFF507PZP/,/files/ENCFF492MAI/,/files/ENCFF428MOV/,/files/ENCFF472FFM/,/files/ENCFF697IGM/,/files/ENCFF721TIF/,/files/ENCFF860NAD/,/files/ENCFF047UMH/,/files/ENCFF853SJJ/,/files/ENCFF755IKM/,/files/ENCFF676DSX/,/files/ENCFF218DNI/,/files/ENCFF465RAO/,/files/ENCFF449PIR/,/files/ENCFF579STE/,/files/ENCFF337CME/,/files/ENCFF597DAV/,/files/ENCFF713EMX/,/files/ENCFF487RAR/,/files/ENCFF427FDI/,/files/ENCFF658VWH/,/files/ENCFF483IJX/,/files/ENCFF846BNO/,/files/ENCFF165NBO/,/files/ENCFF912JEL/,/files/ENCFF449ARP/,/files/ENCFF155PLT/,/files/ENCFF839OKN/,/files/ENCFF218HYW/,/files/ENCFF221LEP/,/files/ENCFF635GGC/,/files/ENCFF814NAB/,/files/ENCFF538OTK/,/files/ENCFF699GWB/,/files/ENCFF639TNV/	/reference-epigenomes/ENCSR663TPA/	ENCBS023XCT,ENCBS914GNL	1,2	1	ENCAB000ASY	Homo sapiens	adult	22 years												/replicates/dd807d4f-cfbb-4759-a4a4-829fd5af879c/,/replicates/c4d05dfa-06bf-4077-90e6-36436ac5434f/				
/experiments/ENCSR692ICP/	ENCSR692ICP	ChIP-seq	Histone ChIP-seq	/targets/H3K9me3-human/	H3K9me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens CD4-positive, alpha-beta T cell treated with phorbol 13-acetate 12-myristate, ionomycin	CD4-positive, alpha-beta T cell	GEO:GSM772903,GEO:GSM997269		Bradley Bernstein, Broad	Roadmap	released	/files/ENCFF034CDM/,/files/ENCFF023BVT/,/files/ENCFF879XED/,/files/ENCFF645NQK/,/files/ENCFF870PNC/,/files/ENCFF619YBE/,/files/ENCFF722QZC/,/files/ENCFF772MDL/,/files/ENCFF211UQB/,/files/ENCFF718BYY/,/files/ENCFF687GHM/,/files/ENCFF151QYQ/,/files/ENCFF471GIO/,/files/ENCFF780CRJ/,/files/ENCFF298OHX/,/files/ENCFF080EAR/,/files/ENCFF054LQD/,/files/ENCFF360EUY/,/files/ENCFF725WAA/,/files/ENCFF304JER/,/files/ENCFF594IJN/,/files/ENCFF268FLV/,/files/ENCFF815CDX/,/files/ENCFF084YWH/,/files/ENCFF154OML/,/files/ENCFF774GWZ/,/files/ENCFF154QXP/,/files/ENCFF399SHL/,/files/ENCFF010VZL/,/files/ENCFF567DYL/,/files/ENCFF502IEC/,/files/ENCFF877AZM/,/files/ENCFF277JTK/,/files/ENCFF190QWE/,/files/ENCFF177BKT/,/files/ENCFF329QXE/,/files/ENCFF263FEB/,/files/ENCFF011IKC/,/files/ENCFF154QJV/,/files/ENCFF309LSQ/,/files/ENCFF588MUL/,/files/ENCFF613EWY/,/files/ENCFF243QBZ/,/files/ENCFF228JVN/,/files/ENCFF672SDV/,/files/ENCFF108YPR/,/files/ENCFF553SSK/,/files/ENCFF845DYB/,/files/ENCFF771QNS/,/files/ENCFF103YOW/,/files/ENCFF744CDB/,/files/ENCFF280RVM/,/files/ENCFF910HIS/,/files/ENCFF368OET/,/files/ENCFF760SNB/,/files/ENCFF822YRO/,/files/ENCFF268UKK/,/files/ENCFF810KQS/,/files/ENCFF044ZTW/	/reference-epigenomes/ENCSR832UFG/	ENCBS182XKP,ENCBS061FHJ	1,2	3,2	ENCAB000APY	Homo sapiens	unknown		phorbol 13-acetate 12-myristate,ionomycin	CHEBI:37537,CHEBI:63954										/replicates/f54f66fe-f28f-421d-8c80-682daf89227a/,/replicates/1937f503-f49e-4c87-8a7b-c473469809fd/				
/experiments/ENCSR000DUJ/	ENCSR000DUJ	ChIP-seq	Histone ChIP-seq	/targets/H3K4me3-human/	H3K4me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens foreskin fibroblast male newborn	foreskin fibroblast	UCSC-ENCODE-hg19:wgEncodeEH002042,SCREEN-GRCh38:foreskin_fibroblast_male_newborn_donor_ENCDO232AAA,GEO:GSM945218	H3K4me3 ChIP-seq on human HFF	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001FMI/,/files/ENCFF001FMJ/,/files/ENCFF001FMK/,/files/ENCFF001FML/,/files/ENCFF001FMX/,/files/ENCFF001XDF/,/files/ENCFF001XDG/,/files/ENCFF051UCF/,/files/ENCFF384HFL/,/files/ENCFF354DSC/,/files/ENCFF023FMY/,/files/ENCFF305QCF/,/files/ENCFF550MHP/,/files/ENCFF130HIC/,/files/ENCFF558WRV/,/files/ENCFF622GFZ/,/files/ENCFF810NGI/,/files/ENCFF523FIR/,/files/ENCFF184KHW/,/files/ENCFF661CCG/,/files/ENCFF385THT/,/files/ENCFF875JGM/,/files/ENCFF035YZW/,/files/ENCFF715ZRJ/,/files/ENCFF259BDX/,/files/ENCFF993DHD/,/files/ENCFF944PFM/,/files/ENCFF214DZA/,/files/ENCFF439MGL/		ENCBS148GEQ	1	1	ENCAB000ARB	Homo sapiens	newborn													/replicates/6d8197b7-be19-4375-8808-6dd442b7ea67/				
/experiments/ENCSR620AZM/	ENCSR620AZM	ChIP-seq	Histone ChIP-seq	/targets/H3K27ac-human/	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens common myeloid progenitor, CD34-positive female adult (33 years)	common myeloid progenitor, CD34-positive	SCREEN-GRCh38:common_myeloid_progenitor_CD34-positive_female_adult_33_years,GEO:GSM772894		Bradley Bernstein, Broad	Roadmap	released	/files/ENCFF307QNK/,/files/ENCFF882ANN/,/files/ENCFF141DLE/,/files/ENCFF913EAO/,/files/ENCFF212VHM/,/files/ENCFF374OLB/,/files/ENCFF694POM/,/files/ENCFF150ZJR/,/files/ENCFF660GJX/,/files/ENCFF486KVE/,/files/ENCFF783HXZ/,/files/ENCFF492APE/,/files/ENCFF866VBJ/,/files/ENCFF360CFP/,/files/ENCFF181VYH/,/files/ENCFF646QUC/,/files/ENCFF337NGC/,/files/ENCFF587PTH/,/files/ENCFF372XDP/,/files/ENCFF715PLO/,/files/ENCFF064JOI/,/files/ENCFF689TBQ/,/files/ENCFF501OWH/,/files/ENCFF412NPA/,/files/ENCFF501USZ/	/reference-epigenomes/ENCSR970ENS/	ENCBS121LTF	1	3	ENCAB000APE	Homo sapiens	adult	33 years												/replicates/6807164b-e4fd-4de1-9d1e-c9453e0fcf52/				
/experiments/ENCSR000ASM/	ENCSR000ASM	ChIP-seq	Histone ChIP-seq	/targets/H3K4me1-human/	H3K4me1	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens CD14-positive monocyte female	CD14-positive monocyte	UCSC-ENCODE-hg19:wgEncodeEH003070,GEO:GSM1003535	H3K4me1 ChIP-seq on human Monocytes CD14+ (RO01746)	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF000CDA/,/files/ENCFF000CDB/,/files/ENCFF000CDC/,/files/ENCFF000CDD/,/files/ENCFF000CDK/,/files/ENCFF000CDL/,/files/ENCFF001TAJ/,/files/ENCFF506SDE/,/files/ENCFF537IBB/,/files/ENCFF319SPU/,/files/ENCFF614MTV/,/files/ENCFF925THW/,/files/ENCFF632HSE/,/files/ENCFF272HBX/,/files/ENCFF177IQB/,/files/ENCFF894FTZ/,/files/ENCFF278JTQ/,/files/ENCFF560XPC/,/files/ENCFF109IVL/,/files/ENCFF767HQL/,/files/ENCFF783HWY/,/files/ENCFF382HJD/,/files/ENCFF714XMS/,/files/ENCFF905MED/,/files/ENCFF239AZO/,/files/ENCFF130AJQ/,/files/ENCFF864HZP/,/files/ENCFF392IIK/,/files/ENCFF579IKK/,/files/ENCFF625MFI/,/files/ENCFF493TKQ/,/files/ENCFF673ZGJ/,/files/ENCFF573MNS/,/files/ENCFF404PQG/,/files/ENCFF070MLY/,/files/ENCFF432JAG/,/files/ENCFF245BTL/,/files/ENCFF936EOS/,/files/ENCFF107UXX/,/files/ENCFF350DMJ/,/files/ENCFF600ZBT/,/files/ENCFF388GOF/,/files/ENCFF284BLP/,/files/ENCFF666FZP/,/files/ENCFF848ZXB/,/files/ENCFF432WWX/,/files/ENCFF954MCG/,/files/ENCFF551WTT/,/files/ENCFF339FZJ/,/files/ENCFF731YSQ/,/files/ENCFF608BGQ/,/files/ENCFF669AVC/,/files/ENCFF719NSJ/,/files/ENCFF506HQE/,/files/ENCFF698WWK/,/files/ENCFF871RRU/,/files/ENCFF232WBI/,/files/ENCFF141KHX/,/files/ENCFF128NER/,/files/ENCFF281FSL/,/files/ENCFF535JDY/,/files/ENCFF747JTP/,/files/ENCFF063EOQ/,/files/ENCFF885SIK/	/reference-epigenomes/ENCSR903UWK/,/reference-epigenomes/ENCSR518BPP/	ENCBS188BKX,ENCBS865RXK	2,1	1	ENCAB000ADW	Homo sapiens	unknown													/replicates/878eead6-335a-442a-ba37-5fea00a0b58d/,/replicates/a4c32995-7011-4f7c-9111-ddd5cc4884d3/				
/experiments/ENCSR675EXE/	ENCSR675EXE	ChIP-seq	Histone ChIP-seq	/targets/H3K27me3-human/	H3K27me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens T-helper 17 cell treated with phorbol 13-acetate 12-myristate, ionomycin	T-helper 17 cell	GEO:GSM916059,GEO:GSM997222		Bradley Bernstein, Broad	Roadmap	released	/files/ENCFF220WQK/,/files/ENCFF086ERL/,/files/ENCFF189BFE/,/files/ENCFF379CWV/,/files/ENCFF584WQZ/,/files/ENCFF413MJG/,/files/ENCFF628IWA/,/files/ENCFF398PIA/,/files/ENCFF611IMB/,/files/ENCFF762VDD/,/files/ENCFF342DIP/,/files/ENCFF296FNW/,/files/ENCFF641BMS/,/files/ENCFF035DGK/,/files/ENCFF476YMS/,/files/ENCFF269ZGE/,/files/ENCFF210PLS/,/files/ENCFF767IJA/,/files/ENCFF056NIA/,/files/ENCFF774SVG/,/files/ENCFF780NLJ/,/files/ENCFF589BNQ/,/files/ENCFF849BQG/,/files/ENCFF442SZD/,/files/ENCFF635BCL/,/files/ENCFF419JHV/,/files/ENCFF858QYD/,/files/ENCFF195UXP/,/files/ENCFF651VLO/,/files/ENCFF198OSW/,/files/ENCFF605DNK/,/files/ENCFF471TOE/,/files/ENCFF221OOO/,/files/ENCFF134UHG/,/files/ENCFF186EQM/,/files/ENCFF991ZXU/,/files/ENCFF991UAZ/,/files/ENCFF049BOR/,/files/ENCFF679MIX/,/files/ENCFF794ZDP/,/files/ENCFF897EBK/,/files/ENCFF489CFN/,/files/ENCFF508FMH/,/files/ENCFF096JRZ/,/files/ENCFF327ZRX/,/files/ENCFF959RNK/,/files/ENCFF933DWE/,/files/ENCFF698JSH/,/files/ENCFF871JYE/,/files/ENCFF918ZAQ/,/files/ENCFF446WNE/,/files/ENCFF034PAK/,/files/ENCFF642UBD/,/files/ENCFF026YQY/,/files/ENCFF913JQW/,/files/ENCFF206FLO/,/files/ENCFF389YEV/,/files/ENCFF497ERI/,/files/ENCFF891UJF/	/reference-epigenomes/ENCSR044PVY/	ENCBS237REE,ENCBS868LSM	1,2	3,2	ENCAB000ASB	Homo sapiens	unknown		phorbol 13-acetate 12-myristate,ionomycin	CHEBI:37537,CHEBI:63954										/replicates/5253434f-6376-4c00-b911-3403081f3065/,/replicates/78e6201d-b120-4da5-8643-5658839087c4/				
/experiments/ENCSR351SZH/	ENCSR351SZH	ChIP-seq	Histone ChIP-seq	/targets/H3K4me1-human/	H3K4me1	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens naive thymus-derived CD4-positive, alpha-beta T cell	naive thymus-derived CD4-positive, alpha-beta T cell	GEO:GSM772869		Bradley Bernstein, Broad	Roadmap	released	/files/ENCFF112QDR/,/files/ENCFF081NVP/,/files/ENCFF661WMI/,/files/ENCFF849VJX/,/files/ENCFF607ALK/,/files/ENCFF825HAS/,/files/ENCFF946HDI/,/files/ENCFF795NGK/,/files/ENCFF296OKD/,/files/ENCFF257LIH/,/files/ENCFF784RPP/,/files/ENCFF321XUJ/,/files/ENCFF532EQU/,/files/ENCFF219MJQ/,/files/ENCFF737OUN/,/files/ENCFF646QFY/,/files/ENCFF415QEM/,/files/ENCFF661RCA/,/files/ENCFF250GGP/,/files/ENCFF248HZN/,/files/ENCFF660XBY/,/files/ENCFF219DYJ/,/files/ENCFF371PQB/,/files/ENCFF269MSP/,/files/ENCFF385LRA/	/reference-epigenomes/ENCSR227NHZ/	ENCBS213TZD	1	3	ENCAB000APS	Homo sapiens	unknown													/replicates/c8ee776f-8baf-44bb-9731-90179ac988ca/				
/experiments/ENCSR324EFP/	ENCSR324EFP	ChIP-seq	Histone ChIP-seq	/targets/H3K4me1-human/	H3K4me1	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens common myeloid progenitor, CD34-positive	common myeloid progenitor, CD34-positive	GEO:GSM486708,GEO:GSM486707		Bradley Bernstein, Broad	Roadmap	released	/files/ENCFF438UKW/,/files/ENCFF373AWB/,/files/ENCFF256ACZ/,/files/ENCFF940SFW/,/files/ENCFF329ZGF/,/files/ENCFF067LNM/,/files/ENCFF743CBI/,/files/ENCFF719MAO/,/files/ENCFF635NNC/,/files/ENCFF231MZU/,/files/ENCFF293EWQ/,/files/ENCFF444RPB/,/files/ENCFF647WEK/,/files/ENCFF899TNN/,/files/ENCFF678RMJ/,/files/ENCFF946FEP/,/files/ENCFF093XGX/,/files/ENCFF966GQD/,/files/ENCFF302XHS/,/files/ENCFF575FDY/,/files/ENCFF430WCS/,/files/ENCFF287XKN/,/files/ENCFF086XSS/,/files/ENCFF059KZA/	/reference-epigenomes/ENCSR207FTI/	ENCBS211ALQ,ENCBS296HJC	1,2	2,1	ENCAB000APO	Homo sapiens	unknown													/replicates/ed9d9ed3-8cf7-453c-a934-8e9a3fc93580/,/replicates/7f625c93-f55d-41f2-ab1e-9c6345af7781/,/replicates/59a2376a-baf9-4510-8dbd-36a337a2409a/				
/experiments/ENCSR161XBV/	ENCSR161XBV	ChIP-seq	Histone ChIP-seq	/targets/H3K4me3-human/	H3K4me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens naive thymus-derived CD4-positive, alpha-beta T cell	naive thymus-derived CD4-positive, alpha-beta T cell	SCREEN-GRCh38:naive_thymus-derived_CD4-positive_alpha-beta_T_cell,GEO:GSM772836,GEO:GSM772948		Bradley Bernstein, Broad	Roadmap	released	/files/ENCFF621OIP/,/files/ENCFF942WXX/,/files/ENCFF704YFL/,/files/ENCFF842MWX/,/files/ENCFF624QIY/,/files/ENCFF845MUH/,/files/ENCFF802SGQ/,/files/ENCFF865CLN/,/files/ENCFF662DSP/,/files/ENCFF186FTL/,/files/ENCFF399LYY/,/files/ENCFF578PJE/,/files/ENCFF316ZNE/,/files/ENCFF205LTK/,/files/ENCFF724NEA/,/files/ENCFF516ZAB/,/files/ENCFF091YXF/,/files/ENCFF987IVO/,/files/ENCFF312OWC/,/files/ENCFF098KJI/,/files/ENCFF296UZE/,/files/ENCFF654GQF/,/files/ENCFF571ARS/,/files/ENCFF748NOJ/,/files/ENCFF402XMU/,/files/ENCFF220PSW/,/files/ENCFF838JNQ/,/files/ENCFF942RTZ/,/files/ENCFF168UJR/,/files/ENCFF834HBX/,/files/ENCFF882UGY/,/files/ENCFF567ITJ/,/files/ENCFF647ZRD/,/files/ENCFF136DLR/,/files/ENCFF781LSN/,/files/ENCFF799VFZ/,/files/ENCFF510VHC/,/files/ENCFF912DJF/,/files/ENCFF870DMA/,/files/ENCFF338BXG/,/files/ENCFF527ABH/,/files/ENCFF667HJI/,/files/ENCFF844DDK/,/files/ENCFF333CTO/,/files/ENCFF164ZXL/,/files/ENCFF131SDN/,/files/ENCFF708RYR/,/files/ENCFF101NUL/,/files/ENCFF351OSE/,/files/ENCFF758PWM/,/files/ENCFF221XWN/,/files/ENCFF078XQO/,/files/ENCFF944ILJ/,/files/ENCFF870JPZ/,/files/ENCFF021WZC/,/files/ENCFF828MKH/,/files/ENCFF434YII/,/files/ENCFF629HOH/,/files/ENCFF758IRK/,/files/ENCFF720PGJ/	/reference-epigenomes/ENCSR227NHZ/	ENCBS213TZD,ENCBS802IAU	1,2	3	ENCAB000BLF	Homo sapiens	unknown													/replicates/eb597117-18bc-40b1-a407-26d6dbe053da/,/replicates/9e47f81f-6952-479f-9a65-755ca3e8382d/				
/experiments/ENCSR134HVI/	ENCSR134HVI	ChIP-seq	Histone ChIP-seq	/targets/H3K27me3-human/	H3K27me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens mammary epithelial cell female adult (18 years)	mammary epithelial cell	GEO:GSM669594		Joseph Costello, UCSF	Roadmap	released	/files/ENCFF993WCH/,/files/ENCFF082XAP/,/files/ENCFF304JWB/,/files/ENCFF911TAE/,/files/ENCFF050SBA/,/files/SRR2172870/,/files/ENCFF093OVD/,/files/ENCFF430NXV/,/files/ENCFF914ACQ/,/files/ENCFF820FLV/,/files/ENCFF716VAT/,/files/ENCFF511SIN/,/files/ENCFF290LZT/,/files/ENCFF317YOG/,/files/ENCFF765HWB/,/files/ENCFF957SHZ/,/files/ENCFF883MZM/,/files/ENCFF193LDY/,/files/ENCFF571CKB/,/files/ENCFF954QQK/,/files/ENCFF420CRZ/,/files/ENCFF624TTY/,/files/ENCFF984YZB/,/files/ENCFF152IDQ/,/files/ENCFF121GTV/,/files/ENCFF861HEY/,/files/ENCFF551UOI/,/files/ENCFF331GJK/,/files/ENCFF372EWP/	/reference-epigenomes/ENCSR044VTN/	ENCBS090LBL	1	1	ENCAB000AQZ	Homo sapiens	adult	18 years												/replicates/d3e0b448-e66f-439a-9a94-e60ea7515b65/				
/experiments/ENCSR512BHQ/	ENCSR512BHQ	ChIP-seq	Histone ChIP-seq	/targets/H3K9me3-human/	H3K9me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens foreskin fibroblast male newborn	foreskin fibroblast	GEO:GSM817236		Joseph Costello, UCSF	Roadmap	released	/files/ENCFF734DEG/,/files/ENCFF043WBA/,/files/ENCFF803NXK/,/files/ENCFF881HKU/,/files/ENCFF369HFP/,/files/ENCFF741JQL/,/files/SRR2172621/,/files/ENCFF935QOA/,/files/ENCFF891LHC/,/files/ENCFF265JIG/,/files/ENCFF946TXL/,/files/ENCFF798JLH/,/files/ENCFF226WAS/,/files/ENCFF577HDP/,/files/ENCFF738IRY/,/files/ENCFF838CFO/,/files/ENCFF394IFR/,/files/ENCFF536LHT/,/files/ENCFF451DBF/,/files/ENCFF381VTD/,/files/ENCFF541YWW/,/files/ENCFF963CAA/,/files/ENCFF928BFB/,/files/ENCFF342TCS/,/files/ENCFF673IBN/,/files/ENCFF429OPR/,/files/ENCFF864BJK/,/files/ENCFF046WCC/,/files/ENCFF036WPW/,/files/ENCFF794TJE/	/reference-epigenomes/ENCSR856EKB/	ENCBS955MUX	1	1	ENCAB000ARG	Homo sapiens	newborn													/replicates/a90dbe63-ce7e-44cd-8662-9c4924f960e0/				
/experiments/ENCSR807YQE/	ENCSR807YQE	ChIP-seq	Histone ChIP-seq	/targets/H3K4me3-human/	H3K4me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens mammary epithelial cell female adult (18 years)	mammary epithelial cell	SCREEN-GRCh38:mammary_epithelial_cell_female_adult_18_years,GEO:GSM613874		Joseph Costello, UCSF	Roadmap	released	/files/ENCFF363HMS/,/files/ENCFF522YPA/,/files/ENCFF938AHY/,/files/ENCFF425NJD/,/files/ENCFF360PXB/,/files/SRR2172869/,/files/ENCFF427MCT/,/files/ENCFF105ORV/,/files/ENCFF191KEH/,/files/ENCFF143CXI/,/files/ENCFF500EXB/,/files/ENCFF116TSQ/,/files/ENCFF320FPE/,/files/ENCFF823YPT/,/files/ENCFF635HVL/,/files/ENCFF828ZON/,/files/ENCFF715PHR/,/files/ENCFF341JVR/,/files/ENCFF943QBM/,/files/ENCFF092GVS/,/files/ENCFF809BYK/,/files/ENCFF584KFR/,/files/ENCFF808EUF/,/files/ENCFF456ZKP/,/files/ENCFF125RXU/,/files/ENCFF932HDG/,/files/ENCFF526WUE/,/files/ENCFF228LXS/,/files/ENCFF224URW/	/reference-epigenomes/ENCSR044VTN/	ENCBS090LBL	1	1	ENCAB000ARB	Homo sapiens	adult	18 years												/replicates/6610cbe1-237e-404a-bbde-fe32fdc3122b/				
