,go_term,negative_log_p_value,fold_enrichment
52,negative regulation of nucleic acid-templated transcription (GO:1903507),5.633616288193944,4.5702552719200895
53,negative regulation of RNA biosynthetic process (GO:1902679),5.627097508677071,4.563367170530609
54,regulation of DNA-templated transcription (GO:0006355),5.616201064720413,2.805136414728022
55,regulation of nucleic acid-templated transcription (GO:1903506),5.612468547840174,2.803513071895425
56,regulation of RNA biosynthetic process (GO:2001141),5.595706152633494,2.796231219760631
57,limbic system development (GO:0021761),5.527621949488489,21.435710567412805
58,cardiocyte differentiation (GO:0035051),5.510714291591886,21.247678018575854
59,cell differentiation (GO:0030154),5.496283758146006,2.7533223007873224
60,positive regulation of transcription by glucose (GO:0046016),5.492239414285895,302.77941176470586
61,specification of loop of Henle identity (GO:0072086),5.492239414285895,302.77941176470586
62,negative regulation of cell proliferation involved in heart morphogenesis (GO:2000137),5.492239414285895,302.77941176470586
63,luteinizing hormone secretion (GO:0032275),5.492239414285895,302.77941176470586
64,carbon catabolite activation of transcription from RNA polymerase II promoter (GO:0000436),5.492239414285895,302.77941176470586
65,carbon catabolite regulation of transcription from RNA polymerase II promoter (GO:0000429),5.492239414285895,302.77941176470586
66,atrioventricular canal morphogenesis (GO:1905222),5.492239414285895,302.77941176470586
67,mitochondrial respiratory chain complex II assembly (GO:0034553),5.492239414285895,302.77941176470586
68,respiratory chain complex II assembly (GO:0034552),5.492239414285895,302.77941176470586
69,cellular developmental process (GO:0048869),5.4545274217126725,2.735443584548444
70,nucleosome organization (GO:0034728),5.334091718965908,19.377882352941178
71,specification of nephron tubule identity (GO:0072081),5.3103060372253434,242.22352941176473
72,proximal/distal pattern formation involved in nephron development (GO:0072047),5.3103060372253434,242.22352941176473
73,negative regulation of glucokinase activity (GO:0033132),5.3103060372253434,242.22352941176473
74,sinoatrial node cell development (GO:0060931),5.3103060372253434,242.22352941176473
75,carbon catabolite activation of transcription (GO:0045991),5.3103060372253434,242.22352941176473
76,carbon catabolite regulation of transcription (GO:0045990),5.3103060372253434,242.22352941176473
77,negative regulation of hexokinase activity (GO:1903300),5.3103060372253434,242.22352941176473
78,negative regulation of RNA metabolic process (GO:0051253),5.291106522610007,4.219922115187538
79,mesoderm development (GO:0007498),5.273764597120274,18.777017783857726
80,gonadotropin secretion (GO:0032274),5.156543499364155,201.85294117647058
81,B cell chemotaxis (GO:0035754),5.156543499364155,201.85294117647058
82,sinoatrial node cell differentiation (GO:0060921),5.156543499364155,201.85294117647058
83,embryonic organ development (GO:0048568),5.141927378255337,8.00298004664421
84,regulation of RNA metabolic process (GO:0051252),5.088762031627697,2.5823403988461053
85,nervous system development (GO:0007399),5.053089843466594,3.316616103310334
86,regulation of transcription by glucose (GO:0046015),5.023400210944151,173.0168067226891
87,positive regulation of gastrulation (GO:2000543),5.023400210944151,173.0168067226891
88,semicircular canal morphogenesis (GO:0048752),5.023400210944151,173.0168067226891
89,positive regulation of gap junction assembly (GO:1903598),5.023400210944151,173.0168067226891
90,mammary gland formation (GO:0060592),5.023400210944151,173.0168067226891
91,negative regulation of macromolecule biosynthetic process (GO:0010558),5.010935064105612,3.950155404627604
92,negative regulation of metabolic process (GO:0009892),4.972457161089292,2.8372903378218757
93,negative regulation of transcription by RNA polymerase II (GO:0000122),4.918470743016889,4.973789104964368
94,cardiac muscle cell fate commitment (GO:0060923),4.9060052417928635,151.38970588235293
95,regulation of cell differentiation (GO:0045595),4.881350235028876,3.830226587788816
96,negative regulation of cellular biosynthetic process (GO:0031327),4.847061264795699,3.7989888552660718
97,animal organ morphogenesis (GO:0009887),4.816305415858081,4.829980646296405
98,regulation of metabolic process (GO:0019222),4.807168180527678,1.9725043111707223
99,renal system pattern specification (GO:0072048),4.801032754876317,134.5686274509804
100,cardiac pacemaker cell development (GO:0060926),4.801032754876317,134.5686274509804
101,semicircular canal development (GO:0060872),4.801032754876317,134.5686274509804
102,pattern specification involved in kidney development (GO:0061004),4.801032754876317,134.5686274509804
103,regulation of macromolecule biosynthetic process (GO:0010556),4.786478128778372,2.4603710453201084
104,regulation of gene expression (GO:0010468),4.786199536663211,2.245120252014297
105,negative regulation of biosynthetic process (GO:0009890),4.769196425110988,3.7288104897131262
106,regulation of glucokinase activity (GO:0033131),4.706110565997853,121.11176470588236
107,DNA replication-dependent chromatin assembly (GO:0006335),4.706110565997853,121.11176470588236
108,primitive streak formation (GO:0090009),4.706110565997853,121.11176470588236
109,cardiac pacemaker cell differentiation (GO:0060920),4.706110565997853,121.11176470588236
110,regulation of gap junction assembly (GO:1903596),4.706110565997853,121.11176470588236
111,urinary tract smooth muscle contraction (GO:0014848),4.706110565997853,121.11176470588236
112,negative regulation of DNA-binding transcription factor activity (GO:0043433),4.702988500804744,13.920892494929008
113,regulation of hexokinase activity (GO:1903299),4.619487142136952,110.10160427807487
114,regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844),4.619487142136952,110.10160427807487
115,positive regulation of cell-cell adhesion mediated by cadherin (GO:2000049),4.619487142136952,110.10160427807487
116,cardiac muscle tissue development (GO:0048738),4.617702646498199,13.308985132514543
117,heart development (GO:0007507),4.593269794694493,6.546581875993641
118,negative regulation of nitrogen compound metabolic process (GO:0051172),4.592268456555227,3.0164823089883526
119,striated muscle tissue development (GO:0014706),4.556252488649309,12.884230287859824
120,ectodermal placode morphogenesis (GO:0071697),4.539832349755735,100.92647058823529
121,loop of Henle development (GO:0072070),4.539832349755735,100.92647058823529
122,regulation of protein complex stability (GO:0061635),4.539832349755735,100.92647058823529
123,peristalsis (GO:0030432),4.539832349755735,100.92647058823529
124,ectodermal placode formation (GO:0060788),4.539832349755735,100.92647058823529
125,sinoatrial node development (GO:0003163),4.539832349755735,100.92647058823529
126,regulation of cellular metabolic process (GO:0031323),4.536474173612832,2.144709840727508
127,developmental process (GO:0032502),4.524773224516902,2.133376161808743
128,tissue development (GO:0009888),4.516896966665998,3.508452048258469
129,animal organ development (GO:0048513),4.502922858062427,2.605354495824144
130,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060213),4.466112255185092,93.16289592760181
131,ectodermal placode development (GO:0071696),4.466112255185092,93.16289592760181
132,atrioventricular canal development (GO:0036302),4.466112255185092,93.16289592760181
133,chromatin organization (GO:0006325),4.45120661351833,6.210859728506787
134,protein-DNA complex assembly (GO:0065004),4.4392475962133,12.111176470588234
135,regulation of primary metabolic process (GO:0080090),4.423279902130083,2.062530052893092
136,striated muscle cell differentiation (GO:0051146),4.401865842461091,11.873702422145328
137,cardiac cell fate commitment (GO:0060911),4.397507223478399,86.50840336134455
138,regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060211),4.333356504309063,80.74117647058824
139,dentate gyrus development (GO:0021542),4.273119646636825,75.69485294117646
140,endocrine hormone secretion (GO:0060986),4.273119646636825,75.69485294117646
141,regulation of cell communication by electrical coupling (GO:0010649),4.273119646636825,75.69485294117646
142,segment specification (GO:0007379),4.216348959033045,71.24221453287197
143,muscle cell fate commitment (GO:0042693),4.216348959033045,71.24221453287197
144,regulation of gastrulation (GO:0010470),4.216348959033045,71.24221453287197
145,regulation of macromolecule metabolic process (GO:0060255),4.165274446414404,1.9490145591548496
146,female genitalia development (GO:0030540),4.162669426292885,67.2843137254902
147,protein-DNA complex subunit organization (GO:0071824),4.151844501486714,10.39585963140621
148,nephron tubule formation (GO:0072079),4.1117637826019156,63.74303405572755
149,regulation of cell proliferation involved in heart morphogenesis (GO:2000136),4.1117637826019156,63.74303405572755
150,melanosome assembly (GO:1903232),4.063361231244011,60.55588235294118
151,regulation of triglyceride biosynthetic process (GO:0010866),4.063361231244011,60.55588235294118
152,phasic smooth muscle contraction (GO:0014821),4.063361231244011,60.55588235294118
153,cell fate commitment (GO:0045165),4.020070282065654,9.688941176470589
154,regulation of cell-cell adhesion mediated by cadherin (GO:2000047),4.017228790575001,57.67226890756302
155,notochord development (GO:0030903),4.017228790575001,57.67226890756302
156,signal transduction (GO:0007165),3.982963759198448,0.0
157,tripartite regional subdivision (GO:0007351),3.9731645651005767,55.05080213903744
158,"anterior/posterior axis specification, embryo (GO:0008595)",3.9731645651005767,55.05080213903744
159,atrial cardiac muscle tissue development (GO:0003228),3.9731645651005767,55.05080213903744
160,negative regulation of macromolecule metabolic process (GO:0010605),3.945062265820294,2.62905422661105
161,branching involved in mammary gland duct morphogenesis (GO:0060444),3.9309924499767037,52.65728900255754
162,positive regulation of embryonic development (GO:0040019),3.9309924499767037,52.65728900255754
163,melanocyte differentiation (GO:0030318),3.9309924499767037,52.65728900255754
164,endocardial cushion formation (GO:0003272),3.9309924499767037,52.65728900255754
165,platelet dense granule organization (GO:0060155),3.890557916835112,50.463235294117645
166,negative regulation of neural precursor cell proliferation (GO:2000178),3.890557916835112,50.463235294117645
167,male genitalia development (GO:0030539),3.890557916835112,50.463235294117645
168,negative regulation of viral entry into host cell (GO:0046597),3.890557916835112,50.463235294117645
169,muscle cell differentiation (GO:0042692),3.890498322611657,9.03819139596137
170,sex differentiation (GO:0007548),3.795958087455576,8.589486858573217
171,blastoderm segmentation (GO:0007350),3.7783913885063245,44.8562091503268
172,cardiac epithelial to mesenchymal transition (GO:0060317),3.7783913885063245,44.8562091503268
173,negative regulation of stem cell differentiation (GO:2000737),3.7436873785602227,43.254201680672274
174,gastrulation with mouth forming second (GO:0001702),3.7436873785602227,43.254201680672274
175,negative regulation of viral life cycle (GO:1903901),3.7436873785602227,43.254201680672274
176,embryonic hindlimb morphogenesis (GO:0035116),3.7436873785602227,43.254201680672274
177,kidney development (GO:0001822),3.6876763399817936,8.101121385008852
178,reproductive structure development (GO:0048608),3.6815134295290157,8.074117647058824
179,embryonic organ morphogenesis (GO:0048562),3.6753725071393215,8.047293335939028
180,reproductive system development (GO:0061458),3.657080223671627,7.967879256965944
181,muscle organ development (GO:0007517),3.657080223671627,7.967879256965944
182,renal system development (GO:0072001),3.6329896967133783,7.864400305576777
183,embryonic forelimb morphogenesis (GO:0035115),3.6160245075286985,37.84742647058823
184,response to interleukin-6 (GO:0070741),3.5865586648079146,36.700534759358284
185,mammary gland duct morphogenesis (GO:0060603),3.5865586648079146,36.700534759358284
186,epithelial tube morphogenesis (GO:0060562),3.5742056221136416,7.617092119866815
187,pigment cell differentiation (GO:0050931),3.557958210251015,35.621107266435985
188,cellular response to nutrient (GO:0031670),3.557958210251015,35.621107266435985
189,regulation of nitrogen compound metabolic process (GO:0051171),3.555576666486837,1.909276374764304
190,chromatin remodeling (GO:0006338),3.5455557247567215,7.499180477144417
191,dopaminergic neuron differentiation (GO:0071542),3.5301743778163814,34.60336134453782
192,cellular response to fatty acid (GO:0071398),3.5301743778163814,34.60336134453782
193,proximal/distal pattern formation (GO:0009954),3.5301743778163814,34.60336134453782
194,negative regulation of epithelial to mesenchymal transition (GO:0010719),3.5301743778163814,34.60336134453782
195,hindlimb morphogenesis (GO:0035137),3.5301743778163814,34.60336134453782
196,methylation (GO:0032259),3.51180097414454,7.36241730734847
197,anatomical structure morphogenesis (GO:0009653),3.483228232372948,2.707013068973678
198,endocardial cushion morphogenesis (GO:0003203),3.476881131726189,32.732909379968206
199,melanosome organization (GO:0032438),3.451292575888385,31.871517027863774
200,smooth muscle cell differentiation (GO:0051145),3.451292575888385,31.871517027863774
201,pigment granule organization (GO:0048753),3.4263616605974687,31.054298642533936
202,positive regulation of BMP signaling pathway (GO:0030513),3.4263616605974687,31.054298642533936
203,forelimb morphogenesis (GO:0035136),3.4263616605974687,31.054298642533936
204,regulation of triglyceride metabolic process (GO:0090207),3.4020559027087054,30.27794117647059
205,urogenital system development (GO:0001655),3.398697152909917,6.9206722689075635
206,ventricular septum morphogenesis (GO:0060412),3.37834516793058,29.539454806312772
207,endocrine pancreas development (GO:0031018),3.37834516793058,29.539454806312772
208,chromosome condensation (GO:0030261),3.3325986718394307,28.165526675786595
209,energy homeostasis (GO:0097009),3.3325986718394307,28.165526675786595
210,response to electrical stimulus (GO:0051602),3.3105125188536086,27.52540106951872
211,developmental pigmentation (GO:0048066),3.3105125188536086,27.52540106951872
212,negative regulation of cellular process (GO:0048523),3.302238084368596,2.0475361742330067
213,circulatory system development (GO:0072359),3.2980423546841107,3.997087944088527
214,embryonic axis specification (GO:0000578),3.288920276819261,26.91372549019608
215,sterol biosynthetic process (GO:0016126),3.288920276819261,26.91372549019608
216,negative regulation of DNA recombination (GO:0045910),3.288920276819261,26.91372549019608
217,regulation of body fluid levels (GO:0050878),3.273298910643188,6.459294117647059
218,embryonic cranial skeleton morphogenesis (GO:0048701),3.267800698416189,26.32864450127877
219,genitalia development (GO:0048806),3.247133878013021,25.768460575719647
220,endocardial cushion development (GO:0003197),3.247133878013021,25.768460575719647
221,mammary gland morphogenesis (GO:0060443),3.2269011415339146,25.231617647058822
222,negative regulation of osteoblast differentiation (GO:0045668),3.2269011415339146,25.231617647058822
223,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146),3.2269011415339146,25.231617647058822
224,regulation of viral entry into host cell (GO:0046596),3.2269011415339146,25.231617647058822
225,forebrain development (GO:0030900),3.211653341358633,6.242874469375378
226,anatomical structure formation involved in morphogenesis (GO:0048646),3.2108017711452197,3.8611614677752075
227,positive regulation of stem cell proliferation (GO:2000648),3.207084947040747,24.71668667466987
228,negative regulation of epithelial cell differentiation (GO:0030857),3.207084947040747,24.71668667466987
229,developmental process involved in reproduction (GO:0003006),3.1948358477914343,3.8366979315485437
230,lymphocyte chemotaxis (GO:0048247),3.187668794401393,24.222352941176467
231,regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0061178),3.1686371452415503,23.747404844290656
232,negative regulation of cellular carbohydrate metabolic process (GO:0010677),3.1499753489189977,23.290723981900452
233,response to type I interferon (GO:0034340),3.1499753489189977,23.290723981900452
234,negative regulation of fat cell differentiation (GO:0045599),3.1316695765054647,22.851276359600444
235,mesenchyme morphogenesis (GO:0072132),3.113706760367824,22.4281045751634
236,endocrine process (GO:0050886),3.113706760367824,22.4281045751634
237,skeletal muscle cell differentiation (GO:0035914),3.113706760367824,22.4281045751634
238,response to external stimulus (GO:0009605),3.109944048497121,2.4526481309413195
239,modulation by symbiont of entry into host (GO:0052372),3.096074539404209,22.020320855614973
240,regulation of developmental process (GO:0050793),3.0799807527879643,2.4329402311346398
241,positive regulation of receptor-mediated endocytosis (GO:0048260),3.07876120874192,21.627100840336137
242,vacuolar localization (GO:1990849),3.0617556743417405,21.247678018575854
243,lysosome localization (GO:0032418),3.0617556743417405,21.247678018575854
244,secretory granule organization (GO:0033363),3.0450474111968067,20.88133874239351
245,G2/M transition of mitotic cell cycle (GO:0000086),3.0450474111968067,20.88133874239351
246,cardiac muscle cell development (GO:0055013),3.0450474111968067,20.88133874239351
247,bone mineralization (GO:0030282),3.0450474111968067,20.88133874239351
248,negative regulation of carbohydrate metabolic process (GO:0045912),3.0450474111968067,20.88133874239351
249,embryonic digit morphogenesis (GO:0042733),3.028626425103431,20.52741774675972
250,cell development (GO:0048468),3.02434606591081,2.808388746803069
251,smooth muscle contraction (GO:0006939),3.0124832171990286,20.18529411764706
252,cellular senescence (GO:0090398),3.0124832171990286,20.18529411764706
253,regulation of DNA-binding transcription factor activity (GO:0051090),2.9941061945794125,5.530217566478646
254,cell cycle G2/M phase transition (GO:0044839),2.980994428898881,19.53415559772296
255,cellular pigmentation (GO:0033059),2.980994428898881,19.53415559772296
256,central nervous system development (GO:0007417),2.9760816691222685,3.5138809875981343
257,chromosome organization (GO:0051276),2.9698647433222476,5.455484896661367
258,heart looping (GO:0001947),2.9656320516727295,19.22408963585434
259,regulation of biological process involved in symbiotic interaction (GO:0043903),2.9656320516727295,19.22408963585434
260,response to fatty acid (GO:0070542),2.9656320516727295,19.22408963585434
261,mammary gland epithelium development (GO:0061180),2.9656320516727295,19.22408963585434
262,response to wounding (GO:0009611),2.957880478859441,5.418870904066324
263,cardiac cell development (GO:0055006),2.950513806823125,18.923713235294116
264,response to stress (GO:0006950),2.94311873626626,2.0965683445911547
265,negative regulation of biological process (GO:0048519),2.914148126521469,1.8232858819101594
266,morphogenesis of an epithelium (GO:0002009),2.9108252144802442,5.2772010765090345
267,nephron tubule morphogenesis (GO:0072078),2.8923379574590657,17.810553633217992
268,epithelium development (GO:0060429),2.8873958676546767,3.3893217734855137
269,determination of heart left/right asymmetry (GO:0061371),2.8783349709800503,17.55242966751918
270,embryonic heart tube morphogenesis (GO:0003143),2.8783349709800503,17.55242966751918
271,cardiac septum morphogenesis (GO:0060411),2.8645360488158076,17.30168067226891
272,nephron epithelium morphogenesis (GO:0072088),2.8645360488158076,17.30168067226891
273,regulation of blood coagulation (GO:0030193),2.8645360488158076,17.30168067226891
274,circadian regulation of gene expression (GO:0032922),2.850935481543904,17.057995028997514
275,regulation of hemostasis (GO:1900046),2.8375277959471217,16.82107843137255
276,renal tubule morphogenesis (GO:0061333),2.8375277959471217,16.82107843137255
277,nephron morphogenesis (GO:0072028),2.824307742151018,16.59065269943594
278,mesoderm morphogenesis (GO:0048332),2.824307742151018,16.59065269943594
279,ventricular septum development (GO:0003281),2.824307742151018,16.59065269943594
280,positive regulation of RNA metabolic process (GO:0051254),2.8130604692759293,2.6214667685255924
281,cranial skeletal system development (GO:1904888),2.811270281977137,16.366454689984103
282,pancreas development (GO:0031016),2.811270281977137,16.366454689984103
283,negative regulation of neuron differentiation (GO:0045665),2.798410577254981,16.148235294117647
284,regulation of coagulation (GO:0050818),2.798410577254981,16.148235294117647
285,outflow tract morphogenesis (GO:0003151),2.798410577254981,16.148235294117647
286,regulation of cell cycle (GO:0051726),2.7763833901010733,3.238282478766908
287,multicellular organism development (GO:0007275),2.7646543570619744,2.005161667315933
288,stem cell proliferation (GO:0072089),2.7608524018752276,15.527149321266968
289,embryonic pattern specification (GO:0009880),2.7608524018752276,15.527149321266968
290,lymphocyte migration (GO:0072676),2.74865898883733,15.33060312732688
291,epithelial to mesenchymal transition (GO:0001837),2.736621799839602,15.138970588235296
292,regulation of stem cell differentiation (GO:2000736),2.71300089398286,14.769727403156386
293,regulation of stem cell proliferation (GO:0072091),2.71300089398286,14.769727403156386
294,skeletal system development (GO:0001501),2.7081195101424593,4.7033695031410625
295,nephron tubule development (GO:0072080),2.7014099191907115,14.59177888022679
296,dorsal/ventral pattern formation (GO:0009953),2.7014099191907115,14.59177888022679
297,embryonic heart tube development (GO:0035050),2.7014099191907115,14.59177888022679
298,hippocampus development (GO:0021766),2.689960639590293,14.418067226890756
299,adult locomotory behavior (GO:0008344),2.678649739666043,14.248442906574397
300,associative learning (GO:0008306),2.667474018745712,14.082763337893297
301,central nervous system neuron development (GO:0021954),2.667474018745712,14.082763337893297
302,regulation of hormone levels (GO:0010817),2.6646228177603994,4.5875668449197855
303,renal tubule development (GO:0061326),2.656430386275178,13.920892494929008
304,positive regulation of mRNA catabolic process (GO:0061014),2.634727542162817,13.608063450099142
305,multicellular organismal process (GO:0032501),2.630894782939681,1.6562921780169293
306,"RNA phosphodiester bond hydrolysis, endonucleolytic (GO:0090502)",2.6240626544914063,13.45686274509804
307,kidney morphogenesis (GO:0060993),2.6240626544914063,13.45686274509804
308,regulation of embryonic development (GO:0045995),2.6240626544914063,13.45686274509804
309,regulation of DNA metabolic process (GO:0051052),2.6223294360187652,4.477329563988257
310,positive regulation of neuron differentiation (GO:0045666),2.6030924499337393,13.164322250639385
311,roof of mouth development (GO:0060021),2.6030924499337393,13.164322250639385
312,hormone secretion (GO:0046879),2.5927819943949766,13.022770398481972
313,regulation of neural precursor cell proliferation (GO:2000177),2.582584680412281,12.884230287859824
314,embryonic skeletal system morphogenesis (GO:0048704),2.582584680412281,12.884230287859824
315,negative regulation of viral process (GO:0048525),2.572498137530312,12.748606811145509
316,regulation of epithelial to mesenchymal transition (GO:0010717),2.552648249421221,12.485748938750756
317,tissue morphogenesis (GO:0048729),2.5380907668637094,4.264498757249378
318,mitochondrial respiratory chain complex assembly (GO:0033108),2.5332147877708895,12.233511586452762
319,neural precursor cell proliferation (GO:0061351),2.523649022288153,12.111176470588234
320,positive regulation of endocytosis (GO:0045807),2.523649022288153,12.111176470588234
321,hormone transport (GO:0009914),2.5048095665873675,11.873702422145328
322,positive regulation of transcription by RNA polymerase II (GO:0045944),2.50118316069877,2.885903845255338
323,telomere organization (GO:0032200),2.4955321060044726,11.758423757852654
324,biomineral tissue development (GO:0031214),2.4955321060044726,11.758423757852654
325,positive regulation of nucleobase-containing compound metabolic process (GO:0045935),2.4922594456950105,2.353970159492368
326,regulation of glucose metabolic process (GO:0010906),2.4863470669391705,11.645361990950226
327,biological regulation (GO:0065007),2.4854884667979,1.3516938025210083
328,protein-containing complex assembly (GO:0065003),2.4807316509066615,2.860907827698008
329,positive regulation of cell junction assembly (GO:1901890),2.4772526965649178,11.534453781512605
330,regulation of BMP signaling pathway (GO:0030510),2.4772526965649178,11.534453781512605
331,nephron epithelium development (GO:0072009),2.468247291430324,11.425638179800222
332,gland morphogenesis (GO:0022612),2.468247291430324,11.425638179800222
333,pigmentation (GO:0043473),2.4593291955180723,11.318856514568445
334,cardiac septum development (GO:0003279),2.4593291955180723,11.318856514568445
335,biomineralization (GO:0110148),2.4504967989094366,11.2140522875817
336,inner ear morphogenesis (GO:0042472),2.4417485353983577,11.11117107393416
337,regulation of receptor-mediated endocytosis (GO:0048259),2.4330828815104875,11.010160427807486
338,behavior (GO:0007610),2.427043975292516,3.9970879440885265
339,signaling (GO:0023052),2.403847529404476,0.23152698280612188
340,mononuclear cell migration (GO:0071674),2.399217296906249,10.623839009287927
341,stem cell population maintenance (GO:0019827),2.399217296906249,10.623839009287927
342,female sex differentiation (GO:0046660),2.3909432238173944,10.53145780051151
343,epithelial cell differentiation (GO:0030855),2.3881538729177008,3.906831119544592
344,steroid biosynthetic process (GO:0006694),2.3746166542498353,10.351432880844646
345,epigenetic regulation of gene expression (GO:0040029),2.366561659775966,10.26370887337986
346,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100),2.366561659775966,10.26370887337986
347,maintenance of cell number (GO:0098727),2.366561659775966,10.26370887337986
348,defense response to Gram-positive bacterium (GO:0050830),2.358577245867974,10.17745921898171
349,embryonic limb morphogenesis (GO:0030326),2.3428155000884736,10.00923675255226
350,embryonic appendage morphogenesis (GO:0035113),2.3428155000884736,10.00923675255226
351,cholesterol metabolic process (GO:0008203),2.3428155000884736,10.00923675255226
352,positive regulation of mRNA metabolic process (GO:1903313),2.335035909852696,9.927193828351013
353,cardiac chamber morphogenesis (GO:0003206),2.319673853220782,9.76707779886148
354,odontogenesis (GO:0042476),2.3045676754714313,9.61204481792717
355,cardiac ventricle development (GO:0003231),2.3045676754714313,9.61204481792717
356,regulation of osteoblast differentiation (GO:0045667),2.2971080259578365,9.536359425660027
357,chordate embryonic development (GO:0043009),2.2952599215316667,3.698069151324652
358,embryonic epithelial tube formation (GO:0001838),2.282370779733229,9.388508891928863
359,embryonic skeletal system development (GO:0048706),2.282370779733229,9.388508891928863
360,ear morphogenesis (GO:0042471),2.275091319362451,9.31628959276018
361,endocrine system development (GO:0035270),2.275091319362451,9.31628959276018
362,regulation of wound healing (GO:0061041),2.275091319362451,9.31628959276018
363,determination of left/right symmetry (GO:0007368),2.2678700937762684,9.24517287831163
364,secondary alcohol metabolic process (GO:1902652),2.2678700937762684,9.24517287831163
365,liver development (GO:0001889),2.2678700937762684,9.24517287831163
366,mammary gland development (GO:0030879),2.2678700937762684,9.24517287831163
367,regulation of DNA recombination (GO:0000018),2.2535988485120084,9.106147722246794
368,tube morphogenesis (GO:0035239),2.249732287309677,3.5991609125076476
369,hepaticobiliary system development (GO:0061008),2.246547128279151,9.03819139596137
370,skeletal muscle tissue development (GO:0007519),2.246547128279151,9.03819139596137
371,embryo development ending in birth or egg hatching (GO:0009792),2.239810476180196,3.577895559996524
