,go_term,negative_log_p_value,fold_enrichment
28,embryo development (GO:0009790),10.123044887731984,2.3860545969611127
29,morphogenesis of an epithelium (GO:0002009),9.924125333354617,3.2622697563874032
30,animal organ morphogenesis (GO:0009887),9.921315123369652,2.4259675518897854
31,metabolic process (GO:0008152),9.835153628936359,0.6675696828076609
32,tissue morphogenesis (GO:0048729),9.811445621559853,2.9657650448143404
33,tube formation (GO:0035148),9.794564076456965,5.541297846889952
34,cellular nitrogen compound metabolic process (GO:0034641),9.604221775192517,0.44527516983436377
35,embryonic skeletal system morphogenesis (GO:0048704),9.215524052756786,6.969197292069633
36,embryonic epithelial tube formation (GO:0001838),9.144457737435687,5.803805496828752
37,embryonic skeletal system development (GO:0048706),9.144457737435687,5.803805496828752
38,ventricular septum morphogenesis (GO:0060412),9.015088344035691,11.412971175166298
39,cell development (GO:0048468),8.991405946570486,1.9531067193675888
40,muscle structure development (GO:0061061),8.981962990095662,3.0007651666970303
41,negative regulation of transcription regulatory region DNA binding (GO:2000678),8.95436768105715,17.825974025974027
42,muscle organ development (GO:0007517),8.837444072755336,3.6941985645933015
43,muscle tissue morphogenesis (GO:0060415),8.77898008389096,8.021688311688312
44,cardiac septum morphogenesis (GO:0060411),8.77898008389096,8.021688311688312
45,primary metabolic process (GO:0044238),8.752039309709827,0.6603354379433515
46,cellular macromolecule metabolic process (GO:0044260),8.720697115234392,0.37166943461621776
47,cellular aromatic compound metabolic process (GO:0006725),8.689435741899871,0.42957675111773475
48,neural tube formation (GO:0001841),8.40500849121759,6.065782828282828
49,organic substance metabolic process (GO:0071704),8.29621662721908,0.6808933823095185
50,muscle organ morphogenesis (GO:0048644),8.294165228680646,7.292443919716647
51,morphogenesis of embryonic epithelium (GO:0016331),8.12161365051636,4.958217940999398
52,regulation of transcription by RNA polymerase II (GO:0006357),8.013248955562768,1.6878584385683386
53,nucleobase-containing compound metabolic process (GO:0006139),7.992641341527863,0.43066291230893006
54,cellular response to copper ion (GO:0071280),7.967554183344129,13.36948051948052
55,response to zinc ion (GO:0010043),7.911023182512615,8.828902229845625
56,regulation of DNA-templated transcription (GO:0006355),7.884773378149735,1.5715139232510396
57,regulation of nucleic acid-templated transcription (GO:1903506),7.879782198524051,1.5706044823232321
58,regulation of RNA biosynthetic process (GO:2001141),7.85519052103988,1.5665249901613538
59,regulation of nervous system development (GO:0051960),7.674303553360528,2.8986926790024135
60,organonitrogen compound metabolic process (GO:1901564),7.6491364984857695,0.5973994886023611
61,positive regulation of RNA metabolic process (GO:0051254),7.569524067185871,1.8231109799291618
62,positive regulation of nucleic acid-templated transcription (GO:1903508),7.548998637400749,1.8553564802544396
63,positive regulation of DNA-templated transcription (GO:0045893),7.548998637400749,1.8553564802544396
64,positive regulation of RNA biosynthetic process (GO:1902680),7.515076594058175,1.8488880671913792
65,cardiac muscle tissue morphogenesis (GO:0055008),7.453074295251857,7.9310477657935285
66,regulation of multicellular organismal development (GO:2000026),7.407047654800003,1.9624038651153617
67,positive regulation of transcription by RNA polymerase II (GO:0045944),7.39998026943743,2.007014946927576
68,neuron differentiation (GO:0030182),7.3534889257277545,2.10898847631242
69,nucleosome assembly (GO:0006334),7.345838372414503,6.03782991202346
70,regulation of epithelium regeneration (GO:1905041),7.325787668082015,93.58636363636364
71,glutamine secretion (GO:0010585),7.325787668082015,93.58636363636364
72,endocardial cushion to mesenchymal transition involved in heart valve formation (GO:0003199),7.325787668082015,93.58636363636364
73,heterocycle metabolic process (GO:0046483),7.298159814229315,0.46808784746430626
74,neural tube closure (GO:0001843),7.292687134484784,5.973597678916828
75,tube closure (GO:0060606),7.240166092478788,5.910717703349282
76,peptidyl-tyrosine dephosphorylation (GO:0035335),7.197987732177289,10.695584415584415
77,response to stress (GO:0006950),7.183551123666709,1.5390717620521428
78,epithelial tube morphogenesis (GO:0060562),7.13876561746304,3.237264150943396
79,generation of neurons (GO:0048699),7.029492355170151,2.063191438191438
80,cellular zinc ion homeostasis (GO:0006882),7.006462874546679,10.117444717444718
81,primary neural tube formation (GO:0014020),6.986579684018633,5.615181818181818
82,cellular response to external stimulus (GO:0071496),6.967601924025738,3.167538461538461
83,cellular component morphogenesis (GO:0032989),6.94713797967041,2.479108970499699
84,muscle tissue development (GO:0060537),6.943554401942208,3.157822085889571
85,regulation of gliogenesis (GO:0014013),6.937584378700299,5.559585958595859
86,positive regulation of nervous system process (GO:0031646),6.914620123044525,9.851196172248804
87,detoxification of copper ion (GO:0010273),6.911002297605969,17.54744318181818
88,stress response to copper ion (GO:1990169),6.911002297605969,17.54744318181818
89,positive regulation of cellular process (GO:0048522),6.827650909343771,1.369959114959115
90,endocardial cushion to mesenchymal transition (GO:0090500),6.821959507835196,62.39090909090908
91,positive regulation of interleukin-6-mediated signaling pathway (GO:0070105),6.821959507835196,62.39090909090908
92,L-glutamine import across plasma membrane (GO:1903803),6.821959507835196,62.39090909090908
93,regulation of RNA metabolic process (GO:0051252),6.808379376597524,1.4965836402403567
94,positive regulation of macromolecule biosynthetic process (GO:0010557),6.785514371269926,1.7339727693819302
95,zinc ion homeostasis (GO:0055069),6.738144459595101,9.358636363636364
96,macromolecule metabolic process (GO:0043170),6.702290764260914,0.6616103808663983
97,epithelial cell differentiation (GO:0030855),6.682807932748905,2.4151319648093845
98,cardiac septum development (GO:0003279),6.654773176096208,5.247833474936279
99,negative regulation of gliogenesis (GO:0014014),6.65328630325882,9.130376940133038
100,definitive hemopoiesis (GO:0060216),6.609909908221848,15.597727272727273
101,positive regulation of myelination (GO:0031643),6.609909908221848,15.597727272727273
102,cellular component assembly involved in morphogenesis (GO:0010927),6.609407636833648,5.199242424242424
103,regulation of macromolecule biosynthetic process (GO:0010556),6.595132247988164,1.4734267510042014
104,response to copper ion (GO:0046688),6.570543966199106,8.912987012987013
105,ventricular septum development (GO:0003281),6.553958341363796,6.410024906600249
106,positive regulation of biological process (GO:0048518),6.491479694877416,1.3360997346562067
107,oligodendrocyte development (GO:0014003),6.489823089473659,8.705708245243128
108,detoxification of inorganic compound (GO:0061687),6.47108908154995,14.776794258373206
109,outflow tract morphogenesis (GO:0003151),6.44104837771606,6.239090909090909
110,muscular septum morphogenesis (GO:0003150),6.423485912051124,46.79318181818182
111,tube morphogenesis (GO:0035239),6.383811704708759,2.3639943266243413
112,head development (GO:0060322),6.3722261328767535,2.160560035347398
113,cellular metabolic process (GO:0044237),6.365606559712672,0.6941767814383619
114,heart morphogenesis (GO:0003007),6.3418479533443355,3.3826396495071194
115,stress response to metal ion (GO:0097501),6.3391058011950445,14.037954545454546
116,hindbrain development (GO:0030902),6.332926832421213,4.199388111888112
117,stem cell proliferation (GO:0072089),6.277787974432777,5.999125874125874
118,trabecula morphogenesis (GO:0061383),6.258935072379251,8.13794466403162
119,oligodendrocyte differentiation (GO:0048709),6.224915093227882,5.9231875719217495
120,notochord development (GO:0030903),6.213349076841381,13.36948051948052
121,epithelial to mesenchymal transition (GO:0001837),6.17278439167969,5.849147727272728
122,organic cyclic compound metabolic process (GO:1901360),6.160182036766735,0.5401400088368495
123,positive regulation of nucleobase-containing compound metabolic process (GO:0045935),6.157106258388739,1.6825536708189768
124,tube development (GO:0035295),6.144577186200649,2.1149460708782746
125,brain development (GO:0007420),6.132378124700855,2.173618768328446
126,negative regulation of binding (GO:0051100),6.094906248553784,4.019046291132181
127,positive regulation of endothelial cell-matrix adhesion via fibronectin (GO:1904906),6.093999227049251,37.43454545454546
128,regulation of interleukin-6-mediated signaling pathway (GO:0070103),6.093999227049251,37.43454545454546
129,regulation of receptor binding (GO:1900120),6.093286371998089,12.761776859504133
130,positive regulation of biosynthetic process (GO:0009891),6.070049029879119,1.6591736725181863
131,locomotion (GO:0040011),6.049619192599337,2.430814639905549
132,response to external stimulus (GO:0009605),6.032786736311516,1.5919916049928202
133,neural tube development (GO:0021915),6.029195061422756,3.9703305785123972
134,central nervous system myelination (GO:0022010),5.978450706815951,12.20691699604743
135,axon ensheathment in central nervous system (GO:0032291),5.978450706815951,12.20691699604743
136,cardiac chamber morphogenesis (GO:0003206),5.943693677004318,4.528372434017596
137,regulation of neurogenesis (GO:0050767),5.9158566988061025,2.7599195710455766
138,morphogenesis of an epithelial sheet (GO:0002011),5.907321549455481,7.3401069518716575
139,nucleosome organization (GO:0034728),5.9054835083009305,4.492145454545454
140,regulation of nucleobase-containing compound metabolic process (GO:0019219),5.872367328448118,1.4266915528533428
141,positive regulation of stem cell differentiation (GO:2000738),5.868430310227037,11.698295454545454
142,cardiac ventricle development (GO:0003231),5.867635213814794,4.456493506493507
143,mesenchymal cell differentiation (GO:0048762),5.837823685148559,3.8310207336523128
144,negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding (GO:1903026),5.813296735879704,31.19545454545454
145,neural plate morphogenesis (GO:0001839),5.813296735879704,31.19545454545454
146,regulation of endothelial cell-matrix adhesion via fibronectin (GO:1904904),5.813296735879704,31.19545454545454
147,regulation of biosynthetic process (GO:0009889),5.786342634193088,1.4162721376629615
148,cellular nitrogen compound biosynthetic process (GO:0044271),5.776263805157628,0.353600870162583
149,negative regulation of glial cell differentiation (GO:0045686),5.76286023830277,11.230363636363636
150,cellular response to zinc ion (GO:0071294),5.76286023830277,11.230363636363636
151,nucleic acid metabolic process (GO:0090304),5.756305590837422,0.4523066783831283
152,negative regulation of DNA binding (GO:0043392),5.713589121996629,6.932323232323232
153,negative regulation of DNA-templated transcription (GO:0045892),5.7031552813317985,1.8391877963306535
154,negative regulation of nucleic acid-templated transcription (GO:1903507),5.694996294912943,1.8364116638078904
155,negative regulation of RNA biosynthetic process (GO:1902679),5.686580327374189,1.8336438994313897
156,regulation of developmental process (GO:0050793),5.6752959249072,1.5791993863910296
157,negative regulation of cell differentiation (GO:0045596),5.6591654304364205,2.2150618612157076
158,regulation of transcription regulatory region DNA binding (GO:2000677),5.651577015404715,6.806280991735537
159,ventricular cardiac muscle tissue development (GO:0003229),5.651577015404715,6.806280991735537
160,cellular response to nutrient levels (GO:0031669),5.6430888324182416,3.3127916331456153
161,regulation of neuron projection development (GO:0010975),5.638312731415149,2.5236772216547494
162,skeletal system morphogenesis (GO:0048705),5.591772687595142,3.2837320574162683
163,rhombomere development (GO:0021546),5.56895590897116,26.73896103896104
164,establishment of blood-brain barrier (GO:0060856),5.56895590897116,26.73896103896104
165,DNA metabolic process (GO:0006259),5.566733792957798,0.117866956720861
166,cardiac epithelial to mesenchymal transition (GO:0060317),5.563805547661376,10.398484848484848
167,regulation of gene expression (GO:0010468),5.533845190300108,1.3686162344349782
168,cranial nerve development (GO:0021545),5.531137111430539,6.567464114832537
169,negative regulation of kinase activity (GO:0033673),5.515897132082601,3.2410861865407323
170,cardiac muscle tissue development (GO:0048738),5.5078513419715245,3.5994755244755243
171,regulation of cell development (GO:0060284),5.498536220184702,2.3715842636895266
172,negative regulation of cell development (GO:0010721),5.479105566416167,3.5798062593144557
173,skeletal system development (GO:0001501),5.4669751683385925,2.3623742277140334
174,positive regulation of programmed cell death (GO:0043068),5.451265596761433,2.357795983086681
175,chemotaxis (GO:0006935),5.4199874440159,2.348692523692524
176,axon guidance (GO:0007411),5.416728296848554,3.185918762088975
177,neuron projection guidance (GO:0097485),5.392284939608338,3.1724191063174114
178,taxis (GO:0042330),5.388896066611451,2.3396590909090906
179,regulation of astrocyte differentiation (GO:0048710),5.379071697681162,9.681347962382446
180,negative regulation of stress fiber assembly (GO:0051497),5.379071697681162,9.681347962382446
181,facial nerve structural organization (GO:0021612),5.352779969556865,23.39659090909091
182,glutamine transport (GO:0006868),5.352779969556865,23.39659090909091
183,hard palate development (GO:0060022),5.352779969556865,23.39659090909091
184,membranous septum morphogenesis (GO:0003149),5.352779969556865,23.39659090909091
185,striated muscle tissue development (GO:0014706),5.338317365555867,3.4845986460348164
186,axon development (GO:0061564),5.33306585488153,2.5481435643564354
187,negative regulation of cellular metabolic process (GO:0031324),5.329696809507563,1.5707958560873756
188,mesenchyme development (GO:0060485),5.319773480537343,3.1325979459870674
189,endothelium development (GO:0003158),5.3028487210936115,4.726584022038567
190,skeletal muscle contraction (GO:0003009),5.291499881441736,9.358636363636364
191,regulation of cellular biosynthetic process (GO:0031326),5.272177312788342,1.3917036035636718
192,urogenital system development (GO:0001655),5.269881319498255,2.673896103896104
193,myofibril assembly (GO:0030239),5.249163806681015,6.037829912023461
194,neuromuscular process (GO:0050905),5.24242848837543,3.899431818181818
195,negative regulation of neurogenesis (GO:0050768),5.24242848837543,3.899431818181818
196,cranial nerve morphogenesis (GO:0021602),5.206860850692517,9.056744868035192
197,striated muscle cell development (GO:0055002),5.195774601558129,5.941991341991342
198,amyloid-beta formation (GO:0034205),5.15907088715865,20.796969696969697
199,regulation of nervous system process (GO:0031644),5.1475141696534115,3.819851576994434
200,regulation of water loss via skin (GO:0033561),5.124978899293281,8.77372159090909
201,mucosal immune response (GO:0002385),5.124978899293281,8.77372159090909
202,negative regulation of actin filament bundle assembly (GO:0032232),5.124978899293281,8.77372159090909
203,negative regulation of transcription by RNA polymerase II (GO:0000122),5.119693621535941,1.9216912450998693
204,regulation of cell population proliferation (GO:0042127),5.114243806724997,1.6771749755620724
205,negative regulation of nervous system development (GO:0051961),5.085560143250613,3.7685784014643073
206,positive regulation of cell death (GO:0010942),5.075133511794906,2.247356931233432
207,positive regulation of cellular biosynthetic process (GO:0031328),5.070888913818085,1.5993763316761365
208,negative regulation of macromolecule biosynthetic process (GO:0010558),5.069314500901105,1.7093399750934
209,heart trabecula morphogenesis (GO:0061384),5.045693639463309,8.50785123966942
210,protein-DNA complex assembly (GO:0065004),5.019211797132626,3.275522727272727
211,axonogenesis (GO:0007409),4.9919949128684085,2.5640099626400996
212,negative regulation of phosphorylation (GO:0042326),4.9919949128684085,2.5640099626400996
213,facial nerve morphogenesis (GO:0021610),4.983704934984316,18.71727272727273
214,facial nerve development (GO:0021561),4.983704934984316,18.71727272727273
215,neural plate development (GO:0001840),4.983704934984316,18.71727272727273
216,alpha-linolenic acid metabolic process (GO:0036109),4.983704934984316,18.71727272727273
217,cardiac ventricle formation (GO:0003211),4.983704934984316,18.71727272727273
218,cardiac muscle tissue growth (GO:0055017),4.968858270203583,8.257620320855615
219,regulation of neurotransmitter transport (GO:0051588),4.95595600163304,4.33270202020202
220,negative regulation of epithelial cell migration (GO:0010633),4.942243474306119,5.505080213903743
221,cellular response to extracellular stimulus (GO:0031668),4.930784673153054,2.924573863636364
222,striated muscle cell differentiation (GO:0051146),4.918329552072115,3.2112967914438504
223,negative regulation of epithelial to mesenchymal transition (GO:0010719),4.894338084522826,8.021688311688312
224,detection of chemical stimulus (GO:0009593),4.884145032250759,0.0
225,cardiac ventricle morphogenesis (GO:0003208),4.846619346021914,5.3477922077922075
226,negative regulation of protein kinase activity (GO:0006469),4.844357541608366,3.1647562582345192
227,negative regulation of molecular function (GO:0044092),4.842330676791351,1.7903478260869563
228,regulation of binding (GO:0051098),4.833131683745551,2.502309188138065
229,cranial nerve structural organization (GO:0021604),4.823600437046592,17.015702479338845
230,notochord morphogenesis (GO:0048570),4.823600437046592,17.015702479338845
231,negative regulation of receptor binding (GO:1900121),4.823600437046592,17.015702479338845
232,heart growth (GO:0060419),4.822009174965298,7.798863636363636
233,organ or tissue specific immune response (GO:0002251),4.822009174965298,7.798863636363636
234,cellular transition metal ion homeostasis (GO:0046916),4.812623458279596,4.177962662337663
235,limbic system development (GO:0021761),4.777747115972356,4.1409895414320195
236,muscle cell development (GO:0055001),4.76245031317547,3.5094886363636366
237,endocardial cushion morphogenesis (GO:0003203),4.751757309312132,7.588083538083539
238,negative regulation of protein phosphorylation (GO:0001933),4.723344171552578,2.6157679277244497
239,myelination (GO:0042552),4.709096453818755,4.06897233201581
240,sarcomere organization (GO:0045214),4.683476947528248,7.388397129186603
241,cellular response to cadmium ion (GO:0071276),4.683476947528248,7.388397129186603
242,planar cell polarity pathway involved in neural tube closure (GO:0090179),4.6763933167798815,15.59772727272727
243,protein metabolic process (GO:0019538),4.670327946258367,0.6445999536178109
244,regulation of glial cell differentiation (GO:0045685),4.664315387463556,5.058722358722359
245,ensheathment of neurons (GO:0007272),4.641873713758046,3.9994172494172497
246,axon ensheathment (GO:0008366),4.641873713758046,3.9994172494172497
247,regulation of multicellular organismal process (GO:0051239),4.641430728978265,1.4633504132231405
248,response to mechanical stimulus (GO:0009612),4.584829010721036,3.005066722268557
249,response to stimulus (GO:0050896),4.575564641539432,1.2198490570216725
250,regulation of cell differentiation (GO:0045595),4.572010905179667,1.657443505261342
251,sensory perception (GO:0007600),4.55484167972555,0.28160390261694174
252,cardiac chamber development (GO:0003205),4.54462687384675,3.34237012987013
253,prepulse inhibition (GO:0060134),4.5402299957828784,14.397902097902099
254,negative regulation of astrocyte differentiation (GO:0048712),4.5402299957828784,14.397902097902099
255,cardiac chamber formation (GO:0003207),4.5402299957828784,14.397902097902099
256,heart valve formation (GO:0003188),4.5402299957828784,14.397902097902099
257,negative regulation of cellular biosynthetic process (GO:0031327),4.539100407072521,1.6439260864605907
258,negative regulation of transferase activity (GO:0051348),4.535836644407748,2.722512396694215
259,negative regulation of RNA metabolic process (GO:0051253),4.5281416927595775,1.6956414317389927
260,regulation of plasma membrane bounded cell projection organization (GO:0120035),4.522029983530618,2.0472017045454547
261,negative regulation of MAPK cascade (GO:0043409),4.4922425241412185,3.3030481283422466
262,detection of chemical stimulus involved in sensory perception (GO:0050907),4.48825603216697,0.0
263,negative regulation of biosynthetic process (GO:0009890),4.435801897122091,1.6135579937304074
264,negative regulation of locomotion (GO:0040013),4.419033652322274,2.4845937248592116
265,negative regulation of oligodendrocyte differentiation (GO:0048715),4.413630079767975,13.36948051948052
266,regulation of establishment of planar polarity involved in neural tube closure (GO:0090178),4.413630079767975,13.36948051948052
267,cardiac muscle hypertrophy in response to stress (GO:0014898),4.413630079767975,13.36948051948052
268,cardiac muscle adaptation (GO:0014887),4.413630079767975,13.36948051948052
269,muscle hypertrophy in response to stress (GO:0003299),4.413630079767975,13.36948051948052
270,muscle system process (GO:0003012),4.3998211016014155,2.6549323017408124
271,negative regulation of cellular process (GO:0048523),4.394622726157426,1.3250816491201107
272,musculoskeletal movement (GO:0050881),4.368462081691138,6.529281183932347
273,multicellular organismal movement (GO:0050879),4.368462081691138,6.529281183932347
274,positive regulation of apoptotic process (GO:0043065),4.3540489704047385,2.2326766672691125
275,regulation of epithelial cell migration (GO:0010632),4.342329107819295,2.8607185391028183
276,chromatin organization (GO:0006325),4.342188299155544,2.0796969696969696
277,regulation of stem cell differentiation (GO:2000736),4.331371730646759,4.565188470066519
278,regulation of stem cell proliferation (GO:0072091),4.331371730646759,4.565188470066519
279,regulation of actin filament-based process (GO:0032970),4.326894015260104,2.310774410774411
280,muscle contraction (GO:0006936),4.3210712220428,2.848280632411067
281,regulation of RNA polymerase II regulatory region sequence-specific DNA binding (GO:1903025),4.295392357968806,12.478181818181818
282,negative regulation of JUN kinase activity (GO:0043508),4.295392357968806,12.478181818181818
283,cardiac left ventricle morphogenesis (GO:0003214),4.295392357968806,12.478181818181818
284,endothelial cell differentiation (GO:0045446),4.292412500829287,4.510186199342826
285,negative regulation of developmental process (GO:0051093),4.290986237588412,1.8250861814242096
286,negative regulation of cell migration (GO:0030336),4.2869982111366225,2.599621212121212
287,ear development (GO:0043583),4.27893331705752,2.8237264890282137
288,protein-DNA complex subunit organization (GO:0071824),4.258051132445091,2.811607491221225
289,calcium-ion regulated exocytosis (GO:0017156),4.253322592496408,6.239090909090908
290,response to ethanol (GO:0045471),4.236654168023303,3.599475524475524
291,ear morphogenesis (GO:0042471),4.236654168023303,3.599475524475524
292,negative regulation of nucleobase-containing compound metabolic process (GO:0045934),4.2344231359359314,1.6176900244441856
293,establishment of localization in cell (GO:0051649),4.220743498050515,0.4807518679950186
294,secretion by cell (GO:0032940),4.22068311965755,2.271513680494263
295,cell population proliferation (GO:0008283),4.216851584723066,1.9551468726259813
296,nerve development (GO:0021675),4.216114668482555,4.404064171122995
297,G1/S transition of mitotic cell cycle (GO:0000082),4.216114668482555,4.404064171122995
298,response to pH (GO:0009268),4.197815902402019,6.103458498023715
299,ventricular cardiac muscle tissue morphogenesis (GO:0055010),4.197815902402019,6.103458498023715
300,preganglionic parasympathetic fiber development (GO:0021783),4.184528678606439,11.698295454545455
301,amyloid precursor protein catabolic process (GO:0042987),4.184528678606439,11.698295454545455
302,vascular transport (GO:0010232),4.178751297292877,4.352854122621564
303,transport across blood-brain barrier (GO:0150104),4.178751297292877,4.352854122621564
304,stem cell differentiation (GO:0048863),4.170222803215831,3.0684053651266763
305,secretion (GO:0046903),4.1670900266770525,2.1309987924788683
306,endocardial cushion development (GO:0003197),4.143608507281774,5.973597678916828
307,cell cycle G1/S phase transition (GO:0044843),4.14189580697673,4.302821316614421
308,negative regulation of biological process (GO:0048519),4.121932485459936,1.2856237383241522
309,detection of chemical stimulus involved in sensory perception of smell (GO:0050911),4.115609327232024,0.0
310,ribonucleoprotein complex biogenesis (GO:0022613),4.101401686559726,0.0
311,regulation of myelination (GO:0031641),4.090647683039755,5.849147727272727
312,autonomic nervous system development (GO:0048483),4.090647683039755,5.849147727272727
313,regulation of vasculogenesis (GO:2001212),4.080216325581232,11.010160427807486
314,anatomical structure arrangement (GO:0048532),4.080216325581232,11.010160427807486
315,ganglion development (GO:0061548),4.080216325581232,11.010160427807486
316,detoxification (GO:0098754),4.066239138950218,3.44067513368984
317,negative regulation of macromolecule metabolic process (GO:0010605),4.062464054677947,1.422079331666886
318,positive regulation of stem cell proliferation (GO:2000648),4.038883841202407,5.729777365491651
319,prostate gland development (GO:0030850),4.038883841202407,5.729777365491651
320,response to metal ion (GO:0010038),4.025876246334476,2.320323065364388
321,negative regulation of cell motility (GO:2000146),4.019177658272275,2.470927092709271
322,regulation of actin cytoskeleton organization (GO:0032956),4.010348056412792,2.313948551448551
323,regulation of cell projection organization (GO:0031344),4.006384528521087,1.997269955654102
324,negative regulation of cell projection organization (GO:0031345),3.986676790862144,2.93988576868158
325,organonitrogen compound biosynthetic process (GO:1901566),3.9848140781662247,0.42124394735047405
326,parasympathetic nervous system development (GO:0048486),3.9817630087292524,10.398484848484848
327,amyloid-beta metabolic process (GO:0050435),3.9817630087292524,10.398484848484848
328,negative regulation of growth (GO:0045926),3.9781651291178117,2.652245123297755
329,roof of mouth development (GO:0060021),3.9648514946448756,4.06897233201581
330,regulation of stress fiber assembly (GO:0051492),3.9648514946448756,4.06897233201581
331,positive regulation of protein polymerization (GO:0032273),3.9648514946448756,4.06897233201581
332,export from cell (GO:0140352),3.963277662766698,2.204389721627409
333,transition metal ion homeostasis (GO:0055076),3.957811569567007,3.3423701298701296
334,response to nutrient levels (GO:0031667),3.9434019386644508,2.1903191489361706
335,positive regulation of peptidase activity (GO:0010952),3.9423909730382007,2.909420631182289
336,regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0061178),3.938762986979361,5.505080213903743
337,renal system development (GO:0072001),3.93416457560566,2.4308146399055492
338,regulation of epithelial cell proliferation (GO:0050678),3.9336745958445185,2.2825942350332595
339,negative regulation of neuron projection development (GO:0010977),3.9313187916963863,3.3186653771760155
340,heart development (GO:0007507),3.9068133501485325,2.0234889434889434
341,regulation of neurotransmitter secretion (GO:0046928),3.8972184269225645,3.9823984526112186
342,face development (GO:0060324),3.890320393477071,5.399213286713287
343,cochlea development (GO:0090102),3.890320393477071,5.399213286713287
344,regulation of monocyte differentiation (GO:0045655),3.8885806561680507,9.851196172248804
345,G protein-coupled acetylcholine receptor signaling pathway (GO:0007213),3.8885806561680507,9.851196172248804
346,monocyte differentiation (GO:0030224),3.8885806561680507,9.851196172248804
347,cardiac right ventricle morphogenesis (GO:0003215),3.8885806561680507,9.851196172248804
348,negative regulation of calcium:sodium antiporter activity (GO:1903280),3.8616424317264686,93.58636363636364
349,negative regulation of detection of glucose (GO:2000971),3.8616424317264686,93.58636363636364
350,regulation of detection of glucose (GO:2000970),3.8616424317264686,93.58636363636364
351,amylopectin metabolic process (GO:2000896),3.8616424317264686,93.58636363636364
352,amylopectin biosynthetic process (GO:0010021),3.8616424317264686,93.58636363636364
353,metanephric DCT cell differentiation (GO:0072240),3.8616424317264686,93.58636363636364
354,metanephric macula densa development (GO:0072227),3.8616424317264686,93.58636363636364
355,metanephric juxtaglomerular apparatus development (GO:0072206),3.8616424317264686,93.58636363636364
356,negative regulation of cardiac vascular smooth muscle cell differentiation (GO:2000723),3.8616424317264686,93.58636363636364
357,DCT cell differentiation (GO:0072069),3.8616424317264686,93.58636363636364
358,cell surface bile acid receptor signaling pathway (GO:0038184),3.8616424317264686,93.58636363636364
359,macula densa development (GO:0072024),3.8616424317264686,93.58636363636364
360,response to vitamin B2 (GO:0033274),3.8616424317264686,93.58636363636364
361,zymogen granule exocytosis (GO:0070625),3.8616424317264686,93.58636363636364
362,response to leptomycin B (GO:1901344),3.8616424317264686,93.58636363636364
363,negative regulation of exit from mitosis (GO:0001100),3.8616424317264686,93.58636363636364
364,induction of programmed cell death (GO:0012502),3.8616424317264686,93.58636363636364
365,regulation of synaptic vesicle budding from presynaptic endocytic zone membrane (GO:0098694),3.8616424317264686,93.58636363636364
366,negative regulation of macropinocytosis (GO:1905302),3.8616424317264686,93.58636363636364
367,negative regulation of transcription from RNA polymerase II promoter by glucose (GO:0061987),3.8616424317264686,93.58636363636364
368,negative regulation of transcription by glucose (GO:0061986),3.8616424317264686,93.58636363636364
369,negative regulation of epithelium regeneration (GO:1905042),3.8616424317264686,93.58636363636364
370,positive regulation of neuronal action potential (GO:1904457),3.8616424317264686,93.58636363636364
371,seminal vesicle morphogenesis (GO:0061682),3.8616424317264686,93.58636363636364
372,brassinosteroid biosynthetic process (GO:0016132),3.8616424317264686,93.58636363636364
