,go_term,negative_log_p_value,fold_enrichment
224,positive regulation of secretion by cell (GO:1903532),3.3335781224127063,4.148267526188558
225,cardiocyte differentiation (GO:0035051),3.3334903206387434,6.7294117647058815
226,multicellular organismal process (GO:0032501),3.3279615595933496,1.4366720446518118
227,heart trabecula formation (GO:0060347),3.3097488703201194,26.917647058823526
228,response to epinephrine (GO:0071871),3.3097488703201194,26.917647058823526
229,mesenchymal to epithelial transition (GO:0060231),3.3097488703201194,26.917647058823526
230,nucleolus organization (GO:0007000),3.3097488703201194,26.917647058823526
231,negative regulation of calcineurin-NFAT signaling cascade (GO:0070885),3.3097488703201194,26.917647058823526
232,regulation of presynaptic cytosolic calcium ion concentration (GO:0099509),3.3097488703201194,26.917647058823526
233,negative regulation of calcineurin-mediated signaling (GO:0106057),3.3097488703201194,26.917647058823526
234,ventricular cardiac muscle cell differentiation (GO:0055012),3.3097488703201194,26.917647058823526
235,non-lytic viral release (GO:0046753),3.3097488703201194,26.917647058823526
236,positive regulation of exosomal secretion (GO:1903543),3.3097488703201194,26.917647058823526
237,copulation (GO:0007620),3.3097488703201194,26.917647058823526
238,modification-dependent macromolecule catabolic process (GO:0043632),3.308816688560941,3.1855203619909505
239,DNA integrity checkpoint signaling (GO:0031570),3.3034063681374697,6.619093539054966
240,response to extracellular stimulus (GO:0009991),3.2602812122137723,3.136036550542547
241,purine ribonucleoside bisphosphate metabolic process (GO:0034035),3.246418857995903,25.23529411764706
242,anatomical structure regression (GO:0060033),3.246418857995903,25.23529411764706
243,negative regulation of cell division (GO:0051782),3.246418857995903,25.23529411764706
244,regulation of long-term synaptic depression (GO:1900452),3.246418857995903,25.23529411764706
245,3'-phosphoadenosine 5'-phosphosulfate metabolic process (GO:0050427),3.246418857995903,25.23529411764706
246,regulation of intracellular signal transduction (GO:1902531),3.239587725172162,2.0403606698153713
247,organelle fusion (GO:0048284),3.2022600116936277,6.259917920656634
248,inorganic anion transmembrane transport (GO:0098661),3.188309680452314,6.211764705882353
249,cell differentiation involved in metanephros development (GO:0072202),3.1870022906931212,23.750865051903112
250,endosome to lysosome transport via multivesicular body sorting pathway (GO:0032510),3.1870022906931212,23.750865051903112
251,locomotory exploration behavior (GO:0035641),3.1870022906931212,23.750865051903112
252,heparin metabolic process (GO:0030202),3.1870022906931212,23.750865051903112
253,regulation of exosomal secretion (GO:1903541),3.1870022906931212,23.750865051903112
254,nucleotide metabolic process (GO:0009117),3.177645824320858,3.053041254308907
255,regulation of vesicle-mediated transport (GO:0060627),3.1718520900866642,3.047280799112097
256,autophagy (GO:0006914),3.144555598923801,3.845378151260504
257,process utilizing autophagic mechanism (GO:0061919),3.144555598923801,3.845378151260504
258,nucleoside phosphate metabolic process (GO:0006753),3.131690817403664,3.007558330594808
259,response to manganese ion (GO:0010042),3.1310514771519253,22.431372549019606
260,angiogenesis involved in wound healing (GO:0060055),3.1310514771519253,22.431372549019606
261,positive regulation of T-helper 17 type immune response (GO:2000318),3.1310514771519253,22.431372549019606
262,midbody abscission (GO:0061952),3.1310514771519253,22.431372549019606
263,surfactant homeostasis (GO:0043129),3.1310514771519253,22.431372549019606
264,hippo signaling (GO:0035329),3.1310514771519253,22.431372549019606
265,positive regulation of secretion (GO:0051047),3.1289111545764907,3.821117090369271
266,lysosomal transport (GO:0007041),3.120307080782378,5.981699346405228
267,cell-matrix adhesion (GO:0007160),3.0808427951786213,5.851662404092071
268,metanephric nephron morphogenesis (GO:0072273),3.07819140186863,21.25077399380805
269,nephron tubule formation (GO:0072079),3.07819140186863,21.25077399380805
270,cellular response to estrogen stimulus (GO:0071391),3.07819140186863,21.25077399380805
271,regulation of hair follicle development (GO:0051797),3.07819140186863,21.25077399380805
272,positive regulation of branching involved in ureteric bud morphogenesis (GO:0090190),3.07819140186863,21.25077399380805
273,lymph node development (GO:0048535),3.07819140186863,21.25077399380805
274,chloride ion homeostasis (GO:0055064),3.07819140186863,21.25077399380805
275,negative regulation of bone mineralization (GO:0030502),3.07819140186863,21.25077399380805
276,negative regulation of bone remodeling (GO:0046851),3.07819140186863,21.25077399380805
277,regulation of odontogenesis (GO:0042481),3.07819140186863,21.25077399380805
278,fibroblast migration (GO:0010761),3.07819140186863,21.25077399380805
279,positive regulation of T-helper 1 type immune response (GO:0002827),3.07819140186863,21.25077399380805
280,monoatomic anion transmembrane transport (GO:0098656),3.055063492800655,5.768067226890756
281,osteoblast differentiation (GO:0001649),3.0423283396737615,5.727158948685857
282,regulation of cell shape (GO:0008360),3.0423283396737615,5.727158948685857
283,late endosome to lysosome transport (GO:1902774),3.0281047991959302,20.188235294117646
284,polyamine metabolic process (GO:0006595),3.0281047991959302,20.188235294117646
285,positive regulation of endothelial cell apoptotic process (GO:2000353),3.0281047991959302,20.188235294117646
286,negative regulation of calcium-mediated signaling (GO:0050849),3.0281047991959302,20.188235294117646
287,negative regulation of leukocyte chemotaxis (GO:0002689),3.0281047991959302,20.188235294117646
288,nucleus organization (GO:0006997),3.0171597380319137,5.647058823529412
289,protein modification by small protein conjugation or removal (GO:0070647),3.0130499860387623,2.4954555369737514
290,regulation of mitotic cell cycle phase transition (GO:1901990),3.000609817477179,3.626629094751673
291,positive regulation of fatty acid biosynthetic process (GO:0045723),2.980520872238541,19.226890756302524
292,negative regulation of SMAD protein signal transduction (GO:0060392),2.980520872238541,19.226890756302524
293,cell migration involved in sprouting angiogenesis (GO:0002042),2.980520872238541,19.226890756302524
294,monoatomic anion homeostasis (GO:0055081),2.980520872238541,19.226890756302524
295,signal transduction in response to DNA damage (GO:0042770),2.980140132237966,5.53102336825141
296,membrane lipid biosynthetic process (GO:0046467),2.980140132237966,5.53102336825141
297,olefinic compound metabolic process (GO:0120254),2.9679904202582756,5.493397358943578
298,angiogenesis (GO:0001525),2.957224733467223,3.562629757785467
299,monoatomic ion transmembrane transport (GO:0034220),2.9526194677605404,2.453005503537989
300,negative regulation of mononuclear cell migration (GO:0071676),2.9352066392855107,18.352941176470587
301,regulation of protein acetylation (GO:1901983),2.9352066392855107,18.352941176470587
302,glycogen biosynthetic process (GO:0005978),2.9352066392855107,18.352941176470587
303,cellular response to vitamin (GO:0071295),2.9352066392855107,18.352941176470587
304,regulation of DNA damage checkpoint (GO:2000001),2.9352066392855107,18.352941176470587
305,regulation of branching involved in ureteric bud morphogenesis (GO:0090189),2.9352066392855107,18.352941176470587
306,neurotransmitter reuptake (GO:0098810),2.9352066392855107,18.352941176470587
307,glucan biosynthetic process (GO:0009250),2.9352066392855107,18.352941176470587
308,viral budding via host ESCRT complex (GO:0039702),2.9352066392855107,18.352941176470587
309,muscle tissue development (GO:0060537),2.9288220430789247,3.521203830369357
310,hyperosmotic response (GO:0006972),2.8919602048981075,17.554987212276213
311,negative regulation of tissue remodeling (GO:0034104),2.8919602048981075,17.554987212276213
312,regulation of mitotic spindle assembly (GO:1901673),2.8919602048981075,17.554987212276213
313,regulation of translation in response to stress (GO:0043555),2.8919602048981075,17.554987212276213
314,regulation of body fluid levels (GO:0050878),2.8595676687992757,3.4217347956131605
315,monoatomic anion transport (GO:0006820),2.851403764216644,5.143499437991757
316,trabecula formation (GO:0060343),2.8506054641078475,16.823529411764707
317,plasma membrane repair (GO:0001778),2.8506054641078475,16.823529411764707
318,regulation of muscle organ development (GO:0048634),2.8506054641078475,16.823529411764707
319,negative regulation of viral entry into host cell (GO:0046597),2.8506054641078475,16.823529411764707
320,response to organic cyclic compound (GO:0014070),2.8482563982411766,2.3806881243063263
321,sulfur compound biosynthetic process (GO:0044272),2.8402107924940605,5.110945644080417
322,organonitrogen compound catabolic process (GO:1901565),2.8382593236420575,2.1514993208651134
323,inorganic anion transport (GO:0015698),2.829098168911769,5.078801331853497
324,mitotic cytokinetic process (GO:1902410),2.810987888427349,16.15058823529412
325,cellular response to zinc ion (GO:0071294),2.810987888427349,16.15058823529412
326,protein K48-linked deubiquitination (GO:0071108),2.810987888427349,16.15058823529412
327,negative regulation of chondrocyte differentiation (GO:0032331),2.810987888427349,16.15058823529412
328,positive regulation of behavior (GO:0048520),2.810987888427349,16.15058823529412
329,viral budding (GO:0046755),2.810987888427349,16.15058823529412
330,negative regulation of cell cycle (GO:0045786),2.79928662451868,3.336898395721925
331,membrane fusion (GO:0061025),2.7962323381867638,4.98474945533769
332,positive regulation of cell growth (GO:0030307),2.7854311513825163,4.954168170335619
333,proteolysis involved in protein catabolic process (GO:0051603),2.7840989319340883,2.678372841673983
334,post-translational protein modification (GO:0043687),2.7837473693471497,2.336601307189542
335,response to stimulus (GO:0050896),2.7769315294886425,1.3323939206579722
336,ether metabolic process (GO:0018904),2.772971139491605,15.529411764705879
337,negative regulation of neural precursor cell proliferation (GO:2000178),2.772971139491605,15.529411764705879
338,positive regulation of protein autophosphorylation (GO:0031954),2.772971139491605,15.529411764705879
339,nuclear membrane reassembly (GO:0031468),2.772971139491605,15.529411764705879
340,muscle cell cellular homeostasis (GO:0046716),2.772971139491605,15.529411764705879
341,metanephros morphogenesis (GO:0003338),2.772971139491605,15.529411764705879
342,positive regulation of T cell cytokine production (GO:0002726),2.772971139491605,15.529411764705879
343,biological regulation (GO:0065007),2.767502948982881,1.230483001206413
344,sphingolipid metabolic process (GO:0006665),2.7640542393194067,4.894117647058824
345,nucleobase-containing small molecule metabolic process (GO:0055086),2.7598527191537467,2.656346749226006
346,regulation of biological process (GO:0050789),2.739417464044683,1.240021277236368
347,positive regulation of interleukin-17 production (GO:0032740),2.736434320789654,14.95424836601307
348,killing by host of symbiont cells (GO:0051873),2.736434320789654,14.95424836601307
349,rRNA transcription (GO:0009303),2.736434320789654,14.95424836601307
350,response to acidic pH (GO:0010447),2.736434320789654,14.95424836601307
351,anatomical structure morphogenesis (GO:0009653),2.720613763073833,1.8033260646822376
352,monocarboxylic acid biosynthetic process (GO:0072330),2.7118851903563415,4.750173010380623
353,vacuolar transport (GO:0007034),2.7016627423263255,4.722394220846233
354,muscle cell development (GO:0055001),2.7016627423263255,4.722394220846233
355,positive regulation of receptor internalization (GO:0002092),2.7012697311338885,14.420168067226891
356,late endosome to vacuole transport via multivesicular body sorting pathway (GO:0032511),2.7012697311338885,14.420168067226891
357,negative regulation of biomineral tissue development (GO:0070168),2.7012697311338885,14.420168067226891
