,go_term,negative_log_p_value,fold_enrichment
77,regulation of ketone biosynthetic process (GO:0010566),5.009525395691536,7.672131147540982
78,regulation of protein processing (GO:0070613),4.994991200016017,4.19867873746024
79,striated muscle cell differentiation (GO:0051146),4.993834437992359,2.5229728736308163
80,circulatory system development (GO:0072359),4.969593808406618,1.697569248162804
81,T cell costimulation (GO:0031295),4.959358313406498,5.233701868089974
82,positive regulation of protein modification process (GO:0031401),4.930676732740482,1.7697183249897945
83,biological regulation (GO:0065007),4.922930936631571,1.1168118865624
84,sensory perception of chemical stimulus (GO:0007606),4.908697463355715,0.206467137915476
85,lymphocyte costimulation (GO:0031294),4.877885294549818,5.114754098360655
86,aminoglycan biosynthetic process (GO:0006023),4.872047178804129,4.076977904490377
87,regulation of cellular metabolic process (GO:0031323),4.865935115542529,1.217436513996978
88,locomotion (GO:0040011),4.863167686966975,2.140413399857448
89,organelle organization (GO:0006996),4.863020003310845,1.3434688080237414
90,regulation of steroid metabolic process (GO:0019218),4.816080282570299,3.44463031114085
91,positive regulation of biological process (GO:0048518),4.814338392454633,1.214033420448246
92,mitochondrial proton-transporting ATP synthase complex assembly (GO:0033615),4.8014049477790515,14.065573770491804
93,positive regulation of protein K63-linked ubiquitination (GO:1902523),4.8014049477790515,14.065573770491804
94,regulation of aldosterone biosynthetic process (GO:0032347),4.8014049477790515,14.065573770491804
95,regulation of aldosterone metabolic process (GO:0032344),4.8014049477790515,14.065573770491804
96,proton-transporting ATP synthase complex assembly (GO:0043461),4.8014049477790515,14.065573770491804
97,regulation of skeletal muscle tissue regeneration (GO:0043416),4.8014049477790515,14.065573770491804
98,regulation of stress granule assembly (GO:0062028),4.8014049477790515,14.065573770491804
99,positive regulation of plasminogen activation (GO:0010756),4.8014049477790515,14.065573770491804
100,cellular component organization or biogenesis (GO:0071840),4.77561836265441,1.2210033279921115
101,outer dynein arm assembly (GO:0036158),4.762394394792068,7.032786885245902
102,regulation of hormone biosynthetic process (GO:0046885),4.762394394792068,7.032786885245902
103,cellular response to stimulus (GO:0051716),4.727723000416177,1.2041248016922264
104,regulation of protein maturation (GO:1903317),4.695866438879163,3.9071038251366117
105,regulation of centrosome duplication (GO:0010824),4.646332884002582,4.788280432507848
106,positive regulation of proteolysis (GO:0045862),4.604510099901919,2.163934426229508
107,tRNA processing (GO:0008033),4.590264143001512,2.939075116222168
108,regulation of steroid biosynthetic process (GO:0050810),4.583537955852534,3.8015064244572443
109,GDP-mannose metabolic process (GO:0019673),4.56184142885608,12.502732240437158
110,diaphragm development (GO:0060539),4.56184142885608,12.502732240437158
111,signal transduction (GO:0007165),4.56156853452282,1.2453128583605189
112,glycosyl compound biosynthetic process (GO:1901659),4.538072213390748,6.491803278688524
113,response to tumor necrosis factor (GO:0034612),4.50930825940387,2.4821600771456125
114,cell communication (GO:0007154),4.508632887176805,1.2296016599061628
115,ERK1 and ERK2 cascade (GO:0070371),4.501756417515494,4.592840414854467
116,pattern specification process (GO:0007389),4.488802902922111,1.9442693764826684
117,regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079),4.475044923894038,3.7014667817083686
118,muscle cell development (GO:0055001),4.4546389699807705,2.632154155881507
119,regulation of filopodium assembly (GO:0051489),4.432157439831492,4.500983606557377
120,response to nerve growth factor (GO:1990089),4.432157439831492,4.500983606557377
121,positive regulation of phosphorus metabolic process (GO:0010562),4.414793837062869,1.7682435597189696
122,positive regulation of phosphate metabolic process (GO:0045937),4.414793837062869,1.7682435597189696
123,signaling (GO:0023052),4.4102702307771136,1.2333875610061318
124,cellular response to ketone (GO:1901655),4.407217546159058,3.1548950513252643
125,regulation of cell adhesion (GO:0030155),4.400141105179575,1.7114006108583184
126,regulation of metabolic process (GO:0019222),4.3684541005717215,1.192324899587352
127,negative regulation of cell activation (GO:0050866),4.363127400184888,2.422778257118205
128,lung saccule development (GO:0060430),4.350431175080729,11.252459016393443
129,regulation of vitamin D receptor signaling pathway (GO:0070562),4.350431175080729,11.252459016393443
130,mitochondrial protein catabolic process (GO:0035694),4.350431175080729,11.252459016393443
131,positive regulation of protein catabolic process (GO:0045732),4.334531856834953,2.4112412177985947
132,regulation of osteoblast proliferation (GO:0033688),4.333024881354155,6.028103044496487
133,water transport (GO:0006833),4.333024881354155,6.028103044496487
134,spermatid nucleus differentiation (GO:0007289),4.333024881354155,6.028103044496487
135,peptidyl-glutamic acid modification (GO:0018200),4.333024881354155,6.028103044496487
136,glycosaminoglycan catabolic process (GO:0006027),4.333024881354155,6.028103044496487
137,regulation of cellular ketone metabolic process (GO:0010565),4.329842871877279,2.7931635856295784
138,regulation of cyclin-dependent protein kinase activity (GO:1904029),4.3190495135720965,3.5609047520232413
139,positive regulation of protein ubiquitination (GO:0031398),4.281132939716088,3.0688524590163935
140,reactive oxygen species metabolic process (GO:0072593),4.281132939716088,3.0688524590163935
141,regulation of bone mineralization (GO:0030500),4.2687552002934375,3.5163934426229506
142,growth (GO:0040007),4.236992248131823,1.953551912568306
143,developmental growth (GO:0048589),4.236992248131823,1.953551912568306
144,regulation of platelet aggregation (GO:0090330),4.236839268542272,5.820237422272471
145,muscle organ development (GO:0007517),4.235559749991075,2.143325526932084
146,regulation of stem cell differentiation (GO:2000736),4.219276319088392,3.4729811778992103
147,negative regulation of cell cycle (GO:0045786),4.203109465448093,2.014903129657228
148,cellular response to tumor necrosis factor (GO:0071356),4.201691933906809,2.5145159813169706
149,female sex differentiation (GO:0046660),4.199661916983596,3.0140515222482436
150,cell population proliferation (GO:0008283),4.196578577562025,1.6909432948132224
151,regulation of lipid metabolic process (GO:0019216),4.179645476803623,2.116449971735444
152,positive regulation of ossification (GO:0045778),4.170042359574979,4.167577413479052
153,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157),4.170042359574979,4.167577413479052
154,respiratory system development (GO:0060541),4.167268206505464,2.3442622950819674
155,regulation of glucocorticoid secretion (GO:2000849),4.1614761220080725,10.22950819672131
156,regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844),4.1614761220080725,10.22950819672131
157,negative regulation of platelet aggregation (GO:0090331),4.1614761220080725,10.22950819672131
158,Rap protein signal transduction (GO:0032486),4.1614761220080725,10.22950819672131
159,regulation of locomotion (GO:0040012),4.148868446397294,1.5658412258896826
160,positive regulation of blood vessel endothelial cell migration (GO:0043536),4.108271185229893,4.091803278688524
161,protein-containing complex organization (GO:0043933),4.096618957535931,1.3878217829789643
162,anterior/posterior pattern specification (GO:0009952),4.0597194128246095,2.3016393442622953
163,regulation of centrosome cycle (GO:0046605),4.047890251558173,4.018735362997658
164,4-nitrophenol metabolic process (GO:0018960),4.030024596431758,56.26229508196722
165,benzene metabolic process (GO:0018910),4.030024596431758,56.26229508196722
166,vitamin A import into cell (GO:0071939),4.030024596431758,56.26229508196722
167,vitamin A transport (GO:0071938),4.030024596431758,56.26229508196722
168,lipoxin B4 biosynthetic process (GO:2001306),4.030024596431758,56.26229508196722
169,carbon tetrachloride metabolic process (GO:0018885),4.030024596431758,56.26229508196722
170,negative regulation of anti-Mullerian hormone signaling pathway (GO:1902613),4.030024596431758,56.26229508196722
171,regulation of anti-Mullerian hormone signaling pathway (GO:1902612),4.030024596431758,56.26229508196722
172,L-lysine catabolic process to acetyl-CoA via L-pipecolate (GO:0033514),4.030024596431758,56.26229508196722
173,metanephric glomerular mesangial cell development (GO:0072255),4.030024596431758,56.26229508196722
174,positive regulation of oxytocin production (GO:0140668),4.030024596431758,56.26229508196722
175,regulation of oxytocin production (GO:0140667),4.030024596431758,56.26229508196722
176,negative regulation of ripoptosome assembly involved in necroptotic process (GO:1902443),4.030024596431758,56.26229508196722
177,regulation of ripoptosome assembly involved in necroptotic process (GO:1902442),4.030024596431758,56.26229508196722
178,glutamate catabolic process via 2-oxoglutarate (GO:0006539),4.030024596431758,56.26229508196722
179,RNA acetylation (GO:1990884),4.030024596431758,56.26229508196722
180,rRNA acetylation (GO:1990882),4.030024596431758,56.26229508196722
181,very long-chain fatty acid beta-oxidation (GO:0140493),4.030024596431758,56.26229508196722
182,negative regulation of eosinophil extravasation (GO:2000420),4.030024596431758,56.26229508196722
183,regulation of eosinophil extravasation (GO:2000419),4.030024596431758,56.26229508196722
184,dibasic protein processing (GO:0090472),4.030024596431758,56.26229508196722
185,posterior lateral line neuromast hair cell differentiation (GO:0048923),4.030024596431758,56.26229508196722
186,posterior lateral line neuromast development (GO:0048919),4.030024596431758,56.26229508196722
187,posterior lateral line development (GO:0048916),4.030024596431758,56.26229508196722
188,posterior lateral line system development (GO:0048915),4.030024596431758,56.26229508196722
189,positive regulation of sphingolipid mediated signaling pathway (GO:1902070),4.030024596431758,56.26229508196722
190,phagosome-lysosome fusion involved in apoptotic cell clearance (GO:0090389),4.030024596431758,56.26229508196722
191,mechanosensory lateral line system development (GO:0048881),4.030024596431758,56.26229508196722
192,positive regulation of protein homooligomerization (GO:0032464),4.030024596431758,56.26229508196722
193,convergent extension involved in somitogenesis (GO:0090246),4.030024596431758,56.26229508196722
194,zymogen granule exocytosis (GO:0070625),4.030024596431758,56.26229508196722
195,negative regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation (GO:2000080),4.030024596431758,56.26229508196722
196,stromal-epithelial cell signaling involved in prostate gland development (GO:0044345),4.030024596431758,56.26229508196722
197,radial pattern formation (GO:0009956),4.030024596431758,56.26229508196722
198,response to cortisone (GO:0051413),4.030024596431758,56.26229508196722
199,tRNA acetylation (GO:0051391),4.030024596431758,56.26229508196722
200,stilbene metabolic process (GO:0009810),4.030024596431758,56.26229508196722
201,olefinic compound catabolic process (GO:0120256),4.030024596431758,56.26229508196722
202,"positive regulation of activated CD8-positive, alpha-beta T cell apoptotic process (GO:1905404)",4.030024596431758,56.26229508196722
203,negative regulation of mitophagy in response to mitochondrial depolarization (GO:1904924),4.030024596431758,56.26229508196722
204,"neuromuscular junction development, skeletal muscle fiber (GO:0098529)",4.030024596431758,56.26229508196722
205,negative regulation of skeletal muscle tissue regeneration (GO:0043417),4.030024596431758,56.26229508196722
206,rRNA acetylation involved in maturation of SSU-rRNA (GO:1904812),4.030024596431758,56.26229508196722
207,mitophagy by internal vacuole formation (GO:0035695),4.030024596431758,56.26229508196722
208,posterior lateral line neuromast hair cell development (GO:0035677),4.030024596431758,56.26229508196722
209,positive regulation of vascular associated smooth muscle cell dedifferentiation (GO:1905176),4.030024596431758,56.26229508196722
210,protein branching point deglutamylation (GO:0035611),4.030024596431758,56.26229508196722
211,negative regulation of mini excitatory postsynaptic potential (GO:0061886),4.030024596431758,56.26229508196722
212,mannose to fructose-6-phosphate metabolic process (GO:0061611),4.030024596431758,56.26229508196722
213,AV node cell-bundle of His cell adhesion involved in cell communication (GO:0086072),4.030024596431758,56.26229508196722
214,negative regulation of skeletal muscle acetylcholine-gated channel clustering (GO:1904394),4.030024596431758,56.26229508196722
215,regulation of ferrochelatase activity (GO:0010722),4.030024596431758,56.26229508196722
216,positive regulation of cardiac conduction (GO:1903781),4.030024596431758,56.26229508196722
217,cell migration involved in coronary vasculogenesis (GO:0060980),4.030024596431758,56.26229508196722
218,sperm DNA decondensation (GO:0035041),4.030024596431758,56.26229508196722
219,halogenated hydrocarbon metabolic process (GO:0042197),4.030024596431758,56.26229508196722
220,negative regulation of protein localization to ciliary membrane (GO:1903568),4.030024596431758,56.26229508196722
221,pentacyclic triterpenoid metabolic process (GO:0019742),4.030024596431758,56.26229508196722
222,positive regulation of tolerance induction to tumor cell (GO:0002845),4.030024596431758,56.26229508196722
223,regulation of tolerance induction to tumor cell (GO:0002843),4.030024596431758,56.26229508196722
224,alveolar primary septum development (GO:0061143),4.030024596431758,56.26229508196722
225,regulation of nucleus organization (GO:1903353),4.030024596431758,56.26229508196722
226,formaldehyde biosynthetic process (GO:0046293),4.030024596431758,56.26229508196722
227,stilbene catabolic process (GO:0046272),4.030024596431758,56.26229508196722
228,cellular component assembly (GO:0022607),4.0197589292187255,1.3499289995266635
229,negative regulation of osteoblast proliferation (GO:0033689),3.990852509314941,9.37704918032787
230,protein polyglutamylation (GO:0018095),3.990852509314941,9.37704918032787
231,negative regulation of sprouting angiogenesis (GO:1903671),3.990852509314941,9.37704918032787
232,regulation of cell motility (GO:2000145),3.976692088583208,1.5753442622950822
233,multicellular organismal-level water homeostasis (GO:0050891),3.9702225105591626,5.274590163934427
234,intracellular signal transduction (GO:0035556),3.93304782919281,1.4492929380427484
235,sensory perception of smell (GO:0007608),3.9267665870655213,0.23992449928344228
236,neuromuscular process (GO:0050905),3.923874922226372,2.574091931854709
237,cardiac muscle tissue development (GO:0048738),3.908369739400266,2.381472807702316
238,lung development (GO:0030324),3.908369739400266,2.381472807702316
239,cardiocyte differentiation (GO:0035051),3.892878254296275,2.8131147540983608
240,establishment of endothelial barrier (GO:0061028),3.887876209442458,5.114754098360655
241,regulation of cytosolic calcium ion concentration (GO:0051480),3.874592455258629,3.8143928869130317
242,regulation of lyase activity (GO:0051339),3.874592455258629,3.8143928869130317
243,regulation of primary metabolic process (GO:0080090),3.872795995786408,1.2009027765628006
244,negative regulation of DNA-templated transcription (GO:0045892),3.867993645400047,1.4956356784885734
245,system development (GO:0048731),3.8644123801161747,1.2693129178108788
246,mitotic DNA integrity checkpoint signaling (GO:0044774),3.8504651051179852,3.16080309449254
247,positive regulation of leukocyte tethering or rolling (GO:1903238),3.835478627474473,8.655737704918032
248,positive regulation of systemic arterial blood pressure (GO:0003084),3.835478627474473,8.655737704918032
249,negative regulation of homotypic cell-cell adhesion (GO:0034111),3.835478627474473,8.655737704918032
250,cellular response to vitamin D (GO:0071305),3.835478627474473,8.655737704918032
251,negative regulation of multicellular organism growth (GO:0040015),3.835478627474473,8.655737704918032
252,nucleoside salvage (GO:0043174),3.835478627474473,8.655737704918032
253,regulation of protein K63-linked ubiquitination (GO:1900044),3.835478627474473,8.655737704918032
254,regulation of dendritic spine maintenance (GO:1902950),3.835478627474473,8.655737704918032
255,skeletal muscle organ development (GO:0060538),3.829572913611103,2.524590163934426
256,DNA integrity checkpoint signaling (GO:0031570),3.820627144728683,2.7669981187852724
257,negative regulation of RNA biosynthetic process (GO:1902679),3.8195807843363037,1.4782983251830644
258,respiratory tube development (GO:0030323),3.797580421398686,2.3321158583198844
259,multicellular organism development (GO:0007275),3.784127854443328,1.249011596168798
260,macromolecule modification (GO:0043412),3.769292666692615,1.350688009388126
261,chemotaxis (GO:0006935),3.7675503425753885,1.956949394155381
262,negative regulation of organelle organization (GO:0010639),3.7675503425753885,1.956949394155381
263,striated muscle tissue development (GO:0014706),3.743506268722557,2.3081967213114756
264,response to ethanol (GO:0045471),3.715340697549516,2.7005901639344265
265,NADH dehydrogenase complex assembly (GO:0010257),3.7121252650751417,3.6298254891591752
266,mitochondrial respiratory chain complex I assembly (GO:0032981),3.7121252650751417,3.6298254891591752
267,cardiac muscle cell development (GO:0055013),3.7121252650751417,3.6298254891591752
268,positive regulation of nitrogen compound metabolic process (GO:0051173),3.7082892060958437,1.2948960509191922
269,positive regulation of kinase activity (GO:0033674),3.697777303699071,2.035806729939603
270,peptidyl-tyrosine autophosphorylation (GO:0038083),3.6929903664247474,8.037470725995316
271,regulation of amyloid precursor protein biosynthetic process (GO:0042984),3.6929903664247474,8.037470725995316
272,positive regulation of cardiac muscle cell apoptotic process (GO:0010666),3.6929903664247474,8.037470725995316
273,positive regulation of striated muscle cell apoptotic process (GO:0010663),3.6929903664247474,8.037470725995316
274,grooming behavior (GO:0007625),3.6929903664247474,8.037470725995316
275,positive regulation of cellular process (GO:0048522),3.68957309580183,1.1928750140035103
276,female gonad development (GO:0008585),3.6822877788456116,3.0248545742993125
277,primary metabolic process (GO:0044238),3.6687376752981153,1.1667296215154492
278,positive regulation of catalytic activity (GO:0043085),3.667440761855732,1.5911282545805208
279,regulation of homotypic cell-cell adhesion (GO:0034110),3.657695575555078,4.688524590163934
280,striated muscle cell proliferation (GO:0014855),3.657695575555078,4.688524590163934
281,negative regulation of multicellular organismal process (GO:0051241),3.656323959462888,1.5124272871496565
282,regulation of cell population proliferation (GO:0042127),3.656270354974842,1.409914315896553
283,nitrogen compound metabolic process (GO:0006807),3.635291002119718,1.1732255743827584
284,positive regulation of transferase activity (GO:0051347),3.6347271276581807,1.9452389257063132
285,animal organ development (GO:0048513),3.6160405329021192,1.2942877223457077
286,microtubule bundle formation (GO:0001578),3.6136001642364173,2.6372950819672134
287,regulation of cholesterol transport (GO:0032374),3.6093015376012523,3.516393442622951
288,regulation of sterol transport (GO:0032371),3.6093015376012523,3.516393442622951
289,regulation of multicellular organismal development (GO:2000026),3.6015499092777183,1.4426229508196722
290,bone development (GO:0060348),3.586343749844405,2.239295326645461
291,response to oxygen-containing compound (GO:1901700),3.586087157647865,1.4119881005126906
292,walking behavior (GO:0090659),3.586051664931355,4.561807709348693
293,negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144),3.586051664931355,4.561807709348693
294,platelet-derived growth factor receptor signaling pathway (GO:0048008),3.586051664931355,4.561807709348693
295,regulation of cholesterol efflux (GO:0010874),3.586051664931355,4.561807709348693
296,protein-containing complex assembly (GO:0065003),3.5835106746175045,1.461933651736156
297,tube development (GO:0035295),3.576377392429766,1.5542070464631825
298,cell cycle checkpoint signaling (GO:0000075),3.562141671060162,2.3868852459016394
299,aldehyde catabolic process (GO:0046185),3.5615341150859283,7.501639344262295
300,mesenchymal to epithelial transition (GO:0060231),3.5615341150859283,7.501639344262295
301,formation of cytoplasmic translation initiation complex (GO:0001732),3.5615341150859283,7.501639344262295
302,positive regulation of non-canonical Wnt signaling pathway (GO:2000052),3.5615341150859283,7.501639344262295
303,COPII-coated vesicle cargo loading (GO:0090110),3.5615341150859283,7.501639344262295
304,positive regulation by symbiont of entry into host (GO:0075294),3.5615341150859283,7.501639344262295
305,regulation of inositol phosphate biosynthetic process (GO:0010919),3.5615341150859283,7.501639344262295
306,positive regulation of viral entry into host cell (GO:0046598),3.5615341150859283,7.501639344262295
307,sulfur compound metabolic process (GO:0006790),3.5603996520673458,1.9772691562352696
308,peptidyl-tyrosine phosphorylation (GO:0018108),3.5594297726055384,3.462295081967213
309,mitotic cell cycle checkpoint signaling (GO:0007093),3.5476582476879424,2.59672131147541
310,development of primary female sexual characteristics (GO:0046545),3.523666163188015,2.900118303194186
311,protein acetylation (GO:0006473),3.5167143501027973,4.441760138050043
312,fluid transport (GO:0042044),3.5167143501027973,4.441760138050043
313,negative regulation of biosynthetic process (GO:0009890),3.516459295667309,1.3490254109921616
314,regulation of cell migration (GO:0030334),3.497425936687803,1.5561911405650504
315,regulation of protein metabolic process (GO:0051246),3.4862997778453484,1.337704918032787
316,response to organophosphorus (GO:0046683),3.483168485067193,2.5573770491803276
317,peptidyl-tyrosine modification (GO:0018212),3.4626058594937192,3.358942989968192
318,positive regulation of protein modification by small protein conjugation or removal (GO:1903322),3.4514538715517564,2.5381486503143105
319,xenobiotic transmembrane transport (GO:0006855),3.439629445938542,7.032786885245902
320,regulation of transmission of nerve impulse (GO:0051969),3.439629445938542,7.032786885245902
321,modulation of process of another organism (GO:0035821),3.439629445938542,7.032786885245902
322,regulation of cell communication by electrical coupling (GO:0010649),3.439629445938542,7.032786885245902
323,positive regulation of immune response to tumor cell (GO:0002839),3.439629445938542,7.032786885245902
324,positive regulation of response to tumor cell (GO:0002836),3.439629445938542,7.032786885245902
325,negative regulation of necroptotic process (GO:0060546),3.439629445938542,7.032786885245902
326,positive regulation of post-translational protein modification (GO:1901875),3.420085409741695,2.5192072424761442
327,negative regulation of cell cycle process (GO:0010948),3.4166465909202324,2.045901639344262
328,cardiac cell development (GO:0055006),3.4155938737285116,3.309546769527483
329,negative regulation of wound healing (GO:0061045),3.4155938737285116,3.309546769527483
330,regulation of hormone metabolic process (GO:0032350),3.3844734358400994,4.219672131147541
331,COPII-coated vesicle budding (GO:0090114),3.3844734358400994,4.219672131147541
332,regulation of biomineral tissue development (GO:0070167),3.373799725007666,2.785262132770654
333,segmentation (GO:0035282),3.373799725007666,2.785262132770654
334,cellular aldehyde metabolic process (GO:0006081),3.3694775468315314,3.261582323592302
335,negative regulation of protein binding (GO:0032091),3.3694775468315314,3.261582323592302
336,regulation of blood coagulation (GO:0030193),3.3694775468315314,3.261582323592302
337,negative regulation of macromolecule biosynthetic process (GO:0010558),3.363899038993301,1.3376285584747178
338,positive regulation of peripheral tolerance induction (GO:0002660),3.345780022220207,28.13114754098361
339,regulation of peripheral tolerance induction (GO:0002658),3.345780022220207,28.13114754098361
340,positive regulation of tolerance induction dependent upon immune response (GO:0002654),3.345780022220207,28.13114754098361
341,positive regulation of germinal center formation (GO:0002636),3.345780022220207,28.13114754098361
342,lipoxin B4 metabolic process (GO:2001304),3.345780022220207,28.13114754098361
343,negative regulation of chloride transport (GO:2001226),3.345780022220207,28.13114754098361
344,metanephric glomerular mesangial cell differentiation (GO:0072254),3.345780022220207,28.13114754098361
345,metanephric mesangial cell differentiation (GO:0072209),3.345780022220207,28.13114754098361
346,uroporphyrinogen III biosynthetic process (GO:0006780),3.345780022220207,28.13114754098361
347,triterpenoid metabolic process (GO:0006722),3.345780022220207,28.13114754098361
348,"negative regulation of Wnt signaling pathway, planar cell polarity pathway (GO:0141113)",3.345780022220207,28.13114754098361
349,nicotinate transport (GO:2001142),3.345780022220207,28.13114754098361
350,positive regulation of lens epithelial cell proliferation (GO:2001111),3.345780022220207,28.13114754098361
351,regulation of lens epithelial cell proliferation (GO:2001109),3.345780022220207,28.13114754098361
352,galactosylceramide catabolic process (GO:0006683),3.345780022220207,28.13114754098361
353,nerve growth factor production (GO:0032902),3.345780022220207,28.13114754098361
354,positive regulation of metanephric ureteric bud development (GO:2001076),3.345780022220207,28.13114754098361
355,regulation of metanephric ureteric bud development (GO:2001074),3.345780022220207,28.13114754098361
356,neurotrophin production (GO:0032898),3.345780022220207,28.13114754098361
357,negative regulation of low-density lipoprotein particle receptor catabolic process (GO:0032804),3.345780022220207,28.13114754098361
