,go_term,negative_log_p_value,fold_enrichment
106,regulation of gene expression (GO:0010468),2.3518865581235993,2.120391349124614
107,positive regulation of growth (GO:0045927),2.33298394645778,9.898557692307692
108,small GTPase mediated signal transduction (GO:0007264),2.2970737671045325,9.531944444444445
109,response to hypoxia (GO:0001666),2.2727529765190617,9.291064981949459
110,reproductive process (GO:0022414),2.2721441393052904,3.581941544885177
111,sensory organ morphogenesis (GO:0090596),2.2659220195475576,9.224462365591398
112,reproduction (GO:0000003),2.260259882472486,3.5571872840359364
113,nervous system process (GO:0050877),2.2391079550891146,3.513481228668942
114,regulation of angiogenesis (GO:0045765),2.235803612244308,8.936197916666666
115,response to decreased oxygen levels (GO:0036293),2.2292444685936452,8.874568965517241
116,regulation of vasculature development (GO:1901342),2.2227325444762003,8.813784246575343
117,positive regulation of multicellular organismal process (GO:0051240),2.181913859131006,3.397524752475247
118,anatomical structure development (GO:0048856),2.1742859599283944,2.0012636080870916
119,germ cell development (GO:0007281),2.1631065509594003,8.27532154340836
120,macromolecule metabolic process (GO:0043170),2.1620577498532088,0.0
121,response to oxygen levels (GO:0070482),2.1391375628446276,8.067789968652038
122,chromatin remodeling (GO:0006338),2.127389346190337,7.967879256965944
123,regulation of developmental growth (GO:0048638),2.1244762444023952,7.943287037037037
124,angiogenesis (GO:0001525),2.1157934857197054,7.8704128440366965
125,camera-type eye development (GO:0043010),2.095856296747534,7.705464071856288
126,regionalization (GO:0003002),2.0736043816718337,7.525219298245615
127,aromatic compound catabolic process (GO:0019439),2.0626839416982095,7.438222543352602
128,regulation of epithelial cell proliferation (GO:0050678),2.0023792085718295,6.974593495934959
129,organic cyclic compound catabolic process (GO:1901361),1.9897979374139072,6.881350267379679
130,regulation of binding (GO:0051098),1.9897979374139072,6.881350267379679
131,positive regulation of nucleic acid-templated transcription (GO:1903508),1.9736216071901405,3.0013119533527695
132,positive regulation of DNA-templated transcription (GO:0045893),1.9736216071901405,3.0013119533527695
133,positive regulation of RNA biosynthetic process (GO:1902680),1.9678278811867769,2.9908483439860545
134,eye development (GO:0001654),1.9651637895531864,6.7021484375
135,cell development (GO:0048468),1.9639789169180453,2.983913043478261
136,visual system development (GO:0150063),1.955500918194849,6.63305412371134
137,cell differentiation (GO:0030154),1.9446822702338302,2.1940537084398977
138,sensory system development (GO:0048880),1.9412040682947636,6.532043147208122
139,cellular developmental process (GO:0048869),1.9297303986822716,2.179806606437041
140,regulation of biological process (GO:0050789),1.9001355247755791,1.52595078773505
141,blood vessel morphogenesis (GO:0048514),1.879625571921034,6.1131235154394306
142,cellular process involved in reproduction in multicellular organism (GO:0022412),1.879625571921034,6.1131235154394306
143,positive regulation of RNA metabolic process (GO:0051254),1.8506457570001866,2.7853084415584415
144,metabolic process (GO:0008152),1.8420381727182682,0.31652010822777027
145,chromosome organization (GO:0051276),1.8304222927821345,5.796452702702703
146,biological regulation (GO:0065007),1.8283215567184166,1.4361746651785714
147,pattern specification process (GO:0007389),1.8038112760320746,5.631564551422319
148,positive regulation of macromolecule biosynthetic process (GO:0010557),1.7692523336353345,2.649125064333505
149,organic hydroxy compound metabolic process (GO:1901615),1.7491729538345884,5.306443298969072
150,system development (GO:0048731),1.7482566570528935,2.0116922876498173
151,positive regulation of cellular component biogenesis (GO:0044089),1.7194661880647166,5.1369760479041915
152,positive regulation of organelle organization (GO:0010638),1.706792488110999,5.06619094488189
153,blood vessel development (GO:0001568),1.7032063575879341,5.046323529411764
154,skeletal system development (GO:0001501),1.6943077088608187,4.997330097087379
155,positive regulation of cellular biosynthetic process (GO:0031328),1.6848463371008138,2.5133056640625
156,positive regulation of nucleobase-containing compound metabolic process (GO:0045935),1.6770909298640282,2.501093294460641
157,regulation of hormone levels (GO:0010817),1.6716056678531535,4.8742897727272725
158,vasculature development (GO:0001944),1.6647431712374536,4.837640977443609
159,positive regulation of cell migration (GO:0030335),1.6647431712374536,4.837640977443609
160,system process (GO:0003008),1.6609578884185068,2.4758297258297257
161,positive regulation of biosynthetic process (GO:0009891),1.6548659233292926,2.466339242932439
162,positive regulation of cell motility (GO:2000147),1.6214715236001909,4.612231182795699
163,positive regulation of locomotion (GO:0040017),1.5959302445502408,4.48366724738676
164,sensory organ development (GO:0007423),1.583452291903502,4.422036082474227
165,localization (GO:0051179),1.5467979800813934,0.0
166,multicellular organism development (GO:0007275),1.5366461431133283,1.8261293755912962
167,regulation of growth (GO:0040008),1.516626639014171,4.104665071770335
168,tube morphogenesis (GO:0035239),1.4536213393794322,3.8241084695393757
169,cell population proliferation (GO:0008283),1.3964978469516167,3.584435933147632
170,regulation of developmental process (GO:0050793),1.382458997499265,2.0679991964644437
171,regulation of macromolecule metabolic process (GO:0060255),1.3708574614141735,1.656662375281622
172,regulation of transcription by RNA polymerase II (GO:0006357),1.3138561766937142,1.975153491941673
173,organic substance metabolic process (GO:0071704),1.3010584040517594,0.3343672859555671
174,neuron development (GO:0048666),1.2570097929490294,3.052935943060498
175,regulation of multicellular organismal process (GO:0051239),1.2349321376152869,1.8717272727272727
176,tube development (GO:0035295),1.2154178307443648,2.9080508474576274
177,negative regulation of apoptotic process (GO:0043066),1.2030081104740884,2.8659521158129175
178,circulatory system development (GO:0072359),1.1926704972480566,2.8312706270627066
179,negative regulation of programmed cell death (GO:0043069),1.1843208452028384,2.803513071895425
180,regulation of anatomical structure morphogenesis (GO:0022603),1.1788075835609262,2.7853084415584415
181,regulation of cell migration (GO:0030334),1.1742452238138354,2.7703175457481164
182,anatomical structure formation involved in morphogenesis (GO:0048646),1.163412392614204,2.734989373007439
183,positive regulation of cell population proliferation (GO:0008284),1.1562805153162259,2.7119336143308743
184,regulation of cellular component biogenesis (GO:0044087),1.1545086224563745,2.706230283911672
185,negative regulation of transcription by RNA polymerase II (GO:0000122),1.1344430337653812,2.6423254620123204
186,regulation of cell motility (GO:2000145),1.121656834689528,2.6022497472194135
187,positive regulation of protein modification process (GO:0031401),1.0967629595265074,2.5256378802747794
188,negative regulation of cell death (GO:0060548),1.0943217543228638,2.5182240704500978
189,apoptotic process (GO:0006915),1.0854434679655913,2.491408518877057
190,regulation of locomotion (GO:0040012),1.0846419684762854,2.4889990328820115
191,positive regulation of cellular component organization (GO:0051130),1.0688045652852372,2.44176944971537
192,embryo development (GO:0009790),1.0649015847544692,2.430240793201133
193,neuron differentiation (GO:0030182),1.0602471887316909,2.4165492957746477
194,positive regulation of cellular metabolic process (GO:0031325),1.05521191022844,1.6487027546444588
195,programmed cell death (GO:0012501),1.0533245347033104,2.396298882681564
196,positive regulation of nitrogen compound metabolic process (GO:0051173),1.0325237640432405,1.6216918714555764
197,cell death (GO:0008219),1.0277914767941343,2.3227662454873648
198,organonitrogen compound catabolic process (GO:1901565),1.0248501261562222,2.3144109712230216
199,response to abiotic stimulus (GO:0009628),1.0182788646179874,2.2958296164139163
200,generation of neurons (GO:0048699),1.008899620350043,2.2695105820105823
201,cellular nitrogen compound metabolic process (GO:0034641),1.0063027579040553,0.0
202,transport (GO:0006810),1.0055473877090388,0.0
203,protein metabolic process (GO:0019538),1.0029613364112104,0.0
204,establishment of localization (GO:0051234),0.9995114039598867,0.0
205,regulation of signaling (GO:0023051),0.9988364936177758,0.0
206,animal organ development (GO:0048513),0.9986614883323794,1.5818223724646587
207,regulation of cell communication (GO:0010646),0.9981373774503688,0.0
208,negative regulation of molecular function (GO:0044092),0.9975345046497505,2.2379347826086957
209,regulation of response to stimulus (GO:0048583),0.9975300720604867,0.0
210,regulation of organelle organization (GO:0033043),0.9706254816697716,2.164529015979815
211,protein-containing complex assembly (GO:0065003),0.9180685233837325,2.026476377952756
212,neurogenesis (GO:0022008),0.9057323760723328,1.9950581395348839
213,signal transduction (GO:0007165),0.9046284017431385,1.5798802946593002
214,negative regulation of DNA-templated transcription (GO:0045892),0.8858942956197362,1.9452947845804989
215,negative regulation of nucleic acid-templated transcription (GO:1903507),0.8847120810618957,1.9423584905660378
216,negative regulation of RNA biosynthetic process (GO:1902679),0.8835321196960219,1.9394310474755085
217,regulation of multicellular organismal development (GO:2000026),0.8513809735485076,1.8609002169197395
218,signaling (GO:0023052),0.8498453483613791,1.4759845153890268
219,cell communication (GO:0007154),0.830979540622431,1.4453154249344815
220,protein-containing complex organization (GO:0043933),0.8294160702610297,1.8085910049191847
221,negative regulation of RNA metabolic process (GO:0051253),0.8229808012465937,1.793466898954704
222,regulation of apoptotic process (GO:0042981),0.805636312300146,1.753150544959128
223,cellular metabolic process (GO:0044237),0.7989697039490581,0.38958900999091733
224,nitrogen compound metabolic process (GO:0006807),0.796214807757784,0.3835506706408346
225,regulation of metabolic process (GO:0019222),0.7946646601272477,1.5242078768137401
226,regulation of programmed cell death (GO:0043067),0.7903019258890571,1.7180407209612816
227,intracellular signal transduction (GO:0035556),0.7837808039991762,1.703259430840503
228,positive regulation of protein metabolic process (GO:0051247),0.781789045240489,1.6987623762376236
229,negative regulation of macromolecule biosynthetic process (GO:0010558),0.7729106412749582,1.678816046966732
230,negative regulation of nucleobase-containing compound metabolic process (GO:0045934),0.7588909578408063,1.6476472471190782
231,regulation of protein modification process (GO:0031399),0.7584136497325141,1.6465930902111323
232,negative regulation of cellular biosynthetic process (GO:0031327),0.7438144968935249,1.6145702634880803
233,negative regulation of biosynthetic process (GO:0009890),0.7300409419640265,1.5847444581280787
234,cellular catabolic process (GO:0044248),0.7295876752766822,1.5837692307692308
235,regulation of cell death (GO:0010941),0.7166031080467322,1.5560006045949213
236,regulation of cell population proliferation (GO:0042127),0.7078249751689558,1.537410394265233
237,organic substance catabolic process (GO:1901575),0.7056524914876001,1.5328320428826683
238,catabolic process (GO:0009056),0.5912980389104013,1.3037613981762919
239,cell surface receptor signaling pathway (GO:0007166),0.5266880001340988,1.183820147194112
240,nervous system development (GO:0007399),0.5215981295566521,1.1746348699224098
241,negative regulation of cellular metabolic process (GO:0031324),0.5003933111410828,1.1367601590106007
242,organic substance biosynthetic process (GO:1901576),0.4987600836034294,0.0
243,cellular response to chemical stimulus (GO:0070887),0.4987549311540832,0.0
244,cellular macromolecule metabolic process (GO:0044260),0.49867257100722423,0.0
245,cellular localization (GO:0051641),0.49849408642838555,0.0
246,protein modification process (GO:0036211),0.4984673161192563,0.0
247,response to external stimulus (GO:0009605),0.49821899162154687,0.0
248,cellular biosynthetic process (GO:0044249),0.49815674490807926,0.0
249,response to organic substance (GO:0010033),0.49793935180267723,0.0
250,immune system process (GO:0002376),0.49763672630209554,0.0
251,biological_process (GO:0008150),0.4976262107008995,1.1525414240931482
252,regulation of catalytic activity (GO:0050790),0.496491953809169,0.0
253,macromolecule localization (GO:0033036),0.4957718643852027,0.0
254,nucleobase-containing compound metabolic process (GO:0006139),0.49553995698749154,0.0
255,gene expression (GO:0010467),0.4948572662100685,0.0
256,macromolecule modification (GO:0043412),0.4938994765330247,0.0
257,regulation of signal transduction (GO:0009966),0.4901409204658732,0.0
258,heterocycle metabolic process (GO:0046483),0.4897380358741661,0.0
259,regulation of DNA-templated transcription (GO:0006355),0.46385425316820866,1.490228720324262
260,regulation of nucleic acid-templated transcription (GO:1903506),0.4637135726973417,1.4893663194444444
261,regulation of RNA biosynthetic process (GO:2001141),0.4630780399250831,1.4854978354978354
262,positive regulation of macromolecule metabolic process (GO:0010604),0.45748116261021415,1.4532044042913608
263,regulation of RNA metabolic process (GO:0051252),0.4409327893094764,1.3718683368869935
264,positive regulation of metabolic process (GO:0009893),0.43198302409309874,1.334175738724728
265,regulation of macromolecule biosynthetic process (GO:0010556),0.4250120149646686,1.3070721178263078
266,response to chemical (GO:0042221),0.4140801799439233,1.2677955665024632
267,regulation of nucleobase-containing compound metabolic process (GO:0019219),0.41344326433609535,1.2656134743053848
268,regulation of cellular biosynthetic process (GO:0031326),0.4102445807332739,1.2548147245246222
269,regulation of biosynthetic process (GO:0009889),0.4046175017999589,1.236428056689887
270,organonitrogen compound metabolic process (GO:1901564),0.3728537595590263,0.5133901855176541
271,cellular process (GO:0009987),0.36982036012337255,1.1975122972613665
272,positive regulation of biological process (GO:0048518),0.3464988846291132,1.2247580901015227
273,cellular response to stimulus (GO:0051716),0.3343310424799111,1.1753501293956463
274,response to stimulus (GO:0050896),0.32715475427998186,1.2540504324521866
275,regulation of cell cycle phase transition (GO:1901987),1.5187151537519875e-10,0.0
276,trans-synaptic signaling (GO:0099537),1.5187151537519875e-10,0.0
277,leukocyte differentiation (GO:0002521),1.475755073807685e-10,0.0
278,positive regulation of immunoglobulin production (GO:0002639),1.4593015685803256e-10,0.0
279,regulation of lamellipodium organization (GO:1902743),1.4593015685803256e-10,0.0
280,Golgi to plasma membrane transport (GO:0006893),1.4593015685803256e-10,0.0
281,negative regulation of fat cell differentiation (GO:0045599),1.4593015685803256e-10,0.0
282,response to zinc ion (GO:0010043),1.4593015685803256e-10,0.0
283,intracellular protein transmembrane transport (GO:0065002),1.4593015685803256e-10,0.0
284,male meiotic nuclear division (GO:0007140),1.4593015685803256e-10,0.0
285,homologous chromosome pairing at meiosis (GO:0007129),1.4593015685803256e-10,0.0
286,positive regulation of miRNA metabolic process (GO:2000630),1.4593015685803256e-10,0.0
287,positive regulation of protein acetylation (GO:1901985),1.4593015685803256e-10,0.0
288,biological process involved in intraspecies interaction between organisms (GO:0051703),1.4593015685803256e-10,0.0
289,positive regulation of stress fiber assembly (GO:0051496),1.4593015685803256e-10,0.0
290,oocyte differentiation (GO:0009994),1.4593015685803256e-10,0.0
291,negative regulation of smooth muscle cell proliferation (GO:0048662),1.4593015685803256e-10,0.0
292,negative regulation of sequestering of calcium ion (GO:0051283),1.4593015685803256e-10,0.0
293,negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732),1.4593015685803256e-10,0.0
294,response to cold (GO:0009409),1.4593015685803256e-10,0.0
295,positive regulation of actin filament polymerization (GO:0030838),1.4593015685803256e-10,0.0
296,receptor signaling pathway via STAT (GO:0097696),1.4593015685803256e-10,0.0
297,negative regulation of mitochondrion organization (GO:0010823),1.4593015685803256e-10,0.0
298,osteoclast differentiation (GO:0030316),1.4593015685803256e-10,0.0
299,social behavior (GO:0035176),1.4593015685803256e-10,0.0
300,positive regulation of cellular carbohydrate metabolic process (GO:0010676),1.4593015685803256e-10,0.0
301,negative regulation of Ras protein signal transduction (GO:0046580),1.4593015685803256e-10,0.0
302,negative regulation of endothelial cell migration (GO:0010596),1.4593015685803256e-10,0.0
303,regulation of platelet activation (GO:0010543),1.4593015685803256e-10,0.0
304,visual behavior (GO:0007632),1.4593015685803256e-10,0.0
305,negative regulation of myeloid leukocyte differentiation (GO:0002762),1.4593015685803256e-10,0.0
306,cation homeostasis (GO:0055080),1.427548079848438e-10,0.0
307,polyol biosynthetic process (GO:0046173),1.423965390147462e-10,0.0
308,mammary gland morphogenesis (GO:0060443),1.423965390147462e-10,0.0
309,negative regulation of osteoblast differentiation (GO:0045668),1.423965390147462e-10,0.0
310,regulation of glycoprotein metabolic process (GO:1903018),1.423965390147462e-10,0.0
311,porphyrin-containing compound metabolic process (GO:0006778),1.423965390147462e-10,0.0
312,sister chromatid cohesion (GO:0007062),1.423965390147462e-10,0.0
313,positive regulation of organic acid transport (GO:0032892),1.423965390147462e-10,0.0
314,negative regulation of nuclear division (GO:0051784),1.423965390147462e-10,0.0
315,regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041),1.423965390147462e-10,0.0
316,purine nucleotide catabolic process (GO:0006195),1.423965390147462e-10,0.0
317,regulation of spindle organization (GO:0090224),1.423965390147462e-10,0.0
318,digestive tract morphogenesis (GO:0048546),1.423965390147462e-10,0.0
319,regulation of myelination (GO:0031641),1.423965390147462e-10,0.0
320,autonomic nervous system development (GO:0048483),1.423965390147462e-10,0.0
321,positive regulation of TOR signaling (GO:0032008),1.423965390147462e-10,0.0
322,response to nerve growth factor (GO:1990089),1.423965390147462e-10,0.0
323,positive regulation of receptor signaling pathway via STAT (GO:1904894),1.423965390147462e-10,0.0
324,"CD4-positive, alpha-beta T cell differentiation (GO:0043367)",1.423965390147462e-10,0.0
325,phospholipid catabolic process (GO:0009395),1.423965390147462e-10,0.0
326,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146),1.423965390147462e-10,0.0
327,vasodilation (GO:0042311),1.423965390147462e-10,0.0
328,regulation of alpha-beta T cell proliferation (GO:0046640),1.423965390147462e-10,0.0
329,response to cocaine (GO:0042220),1.423965390147462e-10,0.0
330,ovulation cycle process (GO:0022602),1.423965390147462e-10,0.0
331,regulation of viral entry into host cell (GO:0046596),1.423965390147462e-10,0.0
332,insulin secretion (GO:0030073),1.423965390147462e-10,0.0
333,positive regulation of muscle contraction (GO:0045933),1.423965390147462e-10,0.0
334,regulation of TORC1 signaling (GO:1903432),1.423965390147462e-10,0.0
335,regulation of alcohol biosynthetic process (GO:1902930),1.423965390147462e-10,0.0
336,neuron recognition (GO:0008038),1.423965390147462e-10,0.0
337,response to extracellular stimulus (GO:0009991),1.3748058248332053e-10,0.0
338,response to external biotic stimulus (GO:0043207),1.358396728527003e-10,0.0
339,growth (GO:0040007),1.3326217907838372e-10,0.0
340,developmental growth (GO:0048589),1.3326217907838372e-10,0.0
341,ncRNA processing (GO:0034470),1.3326217907838372e-10,0.0
342,ribose phosphate metabolic process (GO:0019693),1.3326217907838372e-10,0.0
343,vascular transport (GO:0010232),1.323702259002814e-10,0.0
344,embryonic placenta development (GO:0001892),1.323702259002814e-10,0.0
345,regulation of interleukin-8 production (GO:0032677),1.323702259002814e-10,0.0
346,nucleoside phosphate catabolic process (GO:1901292),1.323702259002814e-10,0.0
347,regulation of receptor signaling pathway via STAT (GO:1904892),1.323702259002814e-10,0.0
348,iron ion homeostasis (GO:0055072),1.323702259002814e-10,0.0
349,regulation of phosphatase activity (GO:0010921),1.323702259002814e-10,0.0
350,positive regulation of lipid biosynthetic process (GO:0046889),1.323702259002814e-10,0.0
351,transport across blood-brain barrier (GO:0150104),1.323702259002814e-10,0.0
352,regulation of smoothened signaling pathway (GO:0008589),1.323702259002814e-10,0.0
353,associative learning (GO:0008306),1.323702259002814e-10,0.0
354,negative regulation of autophagy (GO:0010507),1.323702259002814e-10,0.0
355,central nervous system neuron development (GO:0021954),1.323702259002814e-10,0.0
356,aerobic electron transport chain (GO:0019646),1.323702259002814e-10,0.0
357,regulation of transcription elongation by RNA polymerase II (GO:0034243),1.323702259002814e-10,0.0
358,mesonephros development (GO:0001823),1.3177470226979384e-10,0.0
359,heart contraction (GO:0060047),1.3177470226979384e-10,0.0
360,cellular response to leukemia inhibitory factor (GO:1990830),1.3177470226979384e-10,0.0
361,intermediate filament-based process (GO:0045103),1.3177470226979384e-10,0.0
362,positive regulation of cell division (GO:0051781),1.3177470226979384e-10,0.0
363,cellular response to carbohydrate stimulus (GO:0071322),1.3177470226979384e-10,0.0
364,response to cAMP (GO:0051591),1.3177470226979384e-10,0.0
365,cellular oxidant detoxification (GO:0098869),1.3177470226979384e-10,0.0
366,positive regulation of neuron death (GO:1901216),1.3177470226979384e-10,0.0
367,protein tetramerization (GO:0051262),1.3177470226979384e-10,0.0
368,hormone secretion (GO:0046879),1.3177470226979384e-10,0.0
369,response to growth factor (GO:0070848),1.2896639312863837e-10,0.0
370,humoral immune response (GO:0006959),1.2658230020525368e-10,0.0
371,negative regulation of locomotion (GO:0040013),1.2658230020525368e-10,0.0
372,cellular response to radiation (GO:0071478),1.2647594083948114e-10,0.0
373,cardiac muscle tissue development (GO:0048738),1.2647594083948114e-10,0.0
374,purine ribonucleoside triphosphate metabolic process (GO:0009205),1.2647594083948114e-10,0.0
375,lung development (GO:0030324),1.2647594083948114e-10,0.0
376,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002822),1.2647594083948114e-10,0.0
377,cellular component morphogenesis (GO:0032989),1.25611743237004e-10,0.0
378,lipid biosynthetic process (GO:0008610),1.25611743237004e-10,0.0
