,go_term,negative_log_p_value,fold_enrichment
26,biological regulation (GO:0065007),11.313178707426568,1.1442184424531234
27,positive regulation of cellular process (GO:0048522),11.174866811769178,1.3025685100135185
28,negative regulation of macromolecule metabolic process (GO:0010605),11.160326844450209,1.4872765873045024
29,negative regulation of response to stimulus (GO:0048585),11.152265393862312,1.6773641661966536
30,negative regulation of developmental process (GO:0051093),11.089733140146734,1.924935792026662
31,negative regulation of cell death (GO:0060548),11.07595938825077,1.8748199509273147
32,regulation of transcription by RNA polymerase II (GO:0006357),10.812449933061362,1.497239872064077
33,regulation of apoptotic process (GO:0042981),10.55094629990342,1.6849230279810232
34,regulation of programmed cell death (GO:0043067),10.408957723976975,1.67443562652064
35,positive regulation of cell population proliferation (GO:0008284),10.378240320964029,1.8721978251218219
36,positive regulation of cell death (GO:0010942),10.305405595818861,2.1512046042263453
37,pattern specification process (GO:0007389),10.304408990407332,2.3631607593108885
38,negative regulation of nitrogen compound metabolic process (GO:0051172),10.29771400343333,1.5039877953444465
39,tissue development (GO:0009888),10.247304698936793,1.6147190475910382
40,negative regulation of cell differentiation (GO:0045596),10.16316186930859,2.0613942870873756
41,negative regulation of metabolic process (GO:0009892),10.010508410065983,1.4340764071514487
42,positive regulation of nitrogen compound metabolic process (GO:0051173),9.84005623275987,1.4158934106109602
43,regulation of developmental process (GO:0050793),9.786329046066129,1.4836407094770288
44,negative regulation of signaling (GO:0023057),9.772813259042739,1.6869253028739977
45,negative regulation of protein modification process (GO:0031400),9.44355134521069,2.216306223572272
46,negative regulation of cell communication (GO:0010648),9.421302934832024,1.6687115875943126
47,cellular process (GO:0009987),9.339689383754111,1.0976472398392803
48,positive regulation of macromolecule metabolic process (GO:0010604),9.33948924414126,1.3769787925603418
49,regulation of cell differentiation (GO:0045595),9.294624089225442,1.6085655483742538
50,negative regulation of signal transduction (GO:0009968),9.275474110115772,1.6906057045014922
51,system development (GO:0048731),9.26350043414088,1.3524744539642315
52,negative regulation of cell population proliferation (GO:0008285),9.17091131136409,1.9544215120211301
53,developmental process (GO:0032502),9.144823663290271,1.2702793085287591
54,regulation of nucleobase-containing compound metabolic process (GO:0019219),9.127903888993883,1.3362822469823352
55,programmed cell death (GO:0012501),9.030274385618544,1.7516093355641893
56,positive regulation of metabolic process (GO:0009893),9.01145113804077,1.3454631815227374
57,regulation of gene expression (GO:0010468),8.970452507602593,1.298784548871591
58,response to organic substance (GO:0010033),8.926747160598039,1.430092286666867
59,regulation of cell activation (GO:0050865),8.912695158884576,1.927584482486967
60,blood vessel development (GO:0001568),8.712648434718925,2.117577386284463
61,anatomical structure development (GO:0048856),8.668828184797377,1.279996013294282
62,regulation of DNA-templated transcription (GO:0006355),8.583449764328083,1.3616303028343508
63,regulation of nucleic acid-templated transcription (GO:1903506),8.57687207851508,1.3608423223350254
64,positive regulation of cellular metabolic process (GO:0031325),8.510916735552579,1.3836828533056709
65,nervous system development (GO:0007399),8.508378938144654,1.4787281611205971
66,defense response (GO:0006952),8.499734301969486,1.6028107677407393
67,negative regulation of protein metabolic process (GO:0051248),8.491793762160311,1.7385348363650537
68,vasculature development (GO:0001944),8.441242410741381,2.0954925384527305
69,anatomical structure formation involved in morphogenesis (GO:0048646),8.431688784957172,1.7770489327154932
70,epithelial cell proliferation (GO:0050673),8.400320213119107,3.0739026575097044
71,cell death (GO:0008219),8.388972613724622,1.6978595906100533
72,regulation of RNA biosynthetic process (GO:2001141),8.351773198837284,1.357307666952337
73,negative regulation of apoptotic process (GO:0043066),8.324777021147405,1.7845522480865543
74,negative regulation of microglial cell activation (GO:1903979),8.30014157067849,17.418781725888323
75,negative regulation of cellular metabolic process (GO:0031324),8.298314739786171,1.461823554734444
76,regulation of cellular biosynthetic process (GO:0031326),8.255186741111602,1.3163876974708388
77,positive regulation of heart contraction (GO:0045823),8.237948069676285,6.2528960041650405
78,regulation of cellular metabolic process (GO:0031323),8.22046061444525,1.2523508731557746
79,negative regulation of programmed cell death (GO:0043069),8.209984418221481,1.7836225296661248
80,negative regulation of phosphorylation (GO:0042326),8.179384763163888,2.2906891036784645
81,apoptotic process (GO:0006915),8.16678010018165,1.7199571500877144
82,negative regulation of multicellular organismal process (GO:0051241),8.105936340119353,1.710024770010211
83,positive regulation of blood circulation (GO:1903524),8.100738403448643,6.0965736040609135
84,hexose metabolic process (GO:0019318),8.087841654815348,3.1264480020825203
85,Notch signaling pathway (GO:0007219),8.080231485117398,3.5130316085825193
86,skeletal muscle cell differentiation (GO:0035914),8.064345789188335,5.161120511374318
87,monosaccharide metabolic process (GO:0005996),8.055367588542563,2.9691105214582376
88,positive regulation of smooth muscle cell proliferation (GO:0048661),8.050212271367592,4.0985368766796055
89,regulation of macromolecule metabolic process (GO:0060255),8.01439437581198,1.2333865399727812
90,negative regulation of protein phosphorylation (GO:0001933),7.976698670108658,2.3802061985685907
91,regulation of cysteine-type endopeptidase activity (GO:2000116),7.973356267555607,2.623749548669371
92,regulation of biosynthetic process (GO:0009889),7.968339510822756,1.3054671867588656
93,negative regulation of gliogenesis (GO:0014014),7.967157435907318,5.947876686888697
94,cellular response to tumor necrosis factor (GO:0071356),7.943959083350565,2.935749729082302
95,regulation of RNA metabolic process (GO:0051252),7.912257683859493,1.3277642786791206
96,negative regulation of macrophage activation (GO:0043031),7.90535456572829,9.677100958826848
97,circulatory system development (GO:0072359),7.886158262831386,1.7629570063605347
98,regulation of primary metabolic process (GO:0080090),7.883313483108811,1.2399609607325135
99,regulation of metabolic process (GO:0019222),7.881920134725873,1.2173030758986214
100,regulation of nitrogen compound metabolic process (GO:0051171),7.8264819435824196,1.2448525037944362
101,cell differentiation (GO:0030154),7.821405934237589,1.336479416308567
102,response to stimulus (GO:0050896),7.818252327478864,1.1840273118584097
103,regulation of B cell activation (GO:0050864),7.73319529450081,2.6557783797318524
104,regulation of macromolecule biosynthetic process (GO:0010556),7.653636801578236,1.3092837457752526
105,skeletal muscle organ development (GO:0060538),7.535088395795122,3.101974827897921
106,negative regulation of nucleobase-containing compound metabolic process (GO:0045934),7.528633147719159,1.5389192561924385
107,negative regulation of molecular function (GO:0044092),7.464219275225135,1.635850805561686
108,response to bacterium (GO:0009617),7.419745729790627,1.8019429371608613
109,embryonic skeletal system development (GO:0048706),7.410573443954997,3.2407035769094557
110,cellular developmental process (GO:0048869),7.390031988810786,1.3278009785403295
111,ossification (GO:0001503),7.377114715832493,2.4025905828811482
112,tube development (GO:0035295),7.281017314917625,1.7320370529696867
113,positive regulation of apoptotic process (GO:0043065),7.274669478589313,2.0085275151123714
114,epithelium development (GO:0060429),7.227707085497876,1.6573840821274337
115,regulation of leukocyte activation (GO:0002694),7.198422384771347,1.8335559711461396
116,regulation of epithelial cell differentiation (GO:0030856),7.1858637349779695,2.9795284531124766
117,glucose metabolic process (GO:0006006),7.176255526152747,3.3615192804345893
118,multicellular organism development (GO:0007275),7.135677541094816,1.2853973269813523
119,negative regulation of systemic arterial blood pressure (GO:0003085),7.122329792417436,7.917628057221966
120,biological_process (GO:0008150),7.117316720361898,1.0530835347043992
121,chordate embryonic development (GO:0043009),7.067422928357571,1.8615491920796683
122,negative regulation of macromolecule biosynthetic process (GO:0010558),7.055798547598527,1.5225810510561224
123,positive regulation of programmed cell death (GO:0043068),7.035255848956244,1.9579250777161294
124,negative regulation of blood pressure (GO:0045776),7.011815568271991,4.976794778825235
125,brown fat cell differentiation (GO:0050873),7.011677296737109,5.972153734590282
126,regulation of neuroinflammatory response (GO:0150077),7.011677296737109,5.972153734590282
127,muscle organ development (GO:0007517),6.979444679871137,2.291944963932674
128,regulation of binding (GO:0051098),6.917676792971111,2.1424170037188848
129,bone morphogenesis (GO:0060349),6.886778177963645,3.4837563451776647
130,positive regulation of vascular associated smooth muscle cell proliferation (GO:1904707),6.881063023974779,5.8062605752961085
131,negative regulation of astrocyte differentiation (GO:0048712),6.840919740562075,10.719250292854353
132,biological process involved in interspecies interaction between organisms (GO:0044419),6.822322809824921,1.5004943059753988
133,negative regulation of phosphate metabolic process (GO:0045936),6.791382759620753,2.063836697380133
134,fat cell differentiation (GO:0045444),6.788574103500108,3.1934433164128597
135,negative regulation of phosphorus metabolic process (GO:0010563),6.773489158942824,2.058957650814223
136,connective tissue development (GO:0061448),6.7559310699362864,2.499556122100567
137,response to tumor necrosis factor (GO:0034612),6.7316686409095885,2.5869477810725234
138,regulation of smooth muscle cell proliferation (GO:0048660),6.636062458541312,2.9440194466290124
139,cellular response to cadmium ion (GO:0071276),6.6312098396465915,5.500667913438418
140,negative regulation of glial cell differentiation (GO:0045686),6.622957810032168,6.9675126903553295
141,segmentation (GO:0035282),6.613188107609272,3.3497657165169854
142,cell junction disassembly (GO:0150146),6.611755440527479,9.953589557650472
143,angiogenesis (GO:0001525),6.587381782952102,2.237274717086574
144,embryo development (GO:0009790),6.584156172302082,1.6119363636799395
145,negative regulation of cellular biosynthetic process (GO:0031327),6.563443923345058,1.4861695826353902
146,negative regulation of immune system process (GO:0002683),6.549839701738911,2.0067720882359823
147,regulation of DNA binding (GO:0051101),6.544042188815959,3.0904290158834127
148,endoderm formation (GO:0001706),6.499578471088601,4.515980447452529
149,regulation of apoptotic signaling pathway (GO:2001233),6.481563503351505,2.105567021810676
150,regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281),6.460838772913752,2.512324287387739
151,embryo development ending in birth or egg hatching (GO:0009792),6.459457698538171,1.8010557175955428
152,response to inorganic substance (GO:0010035),6.44208092153438,1.8954771859315627
153,response to lipid (GO:0033993),6.441592919144006,1.6943536198372984
154,circadian regulation of gene expression (GO:0032922),6.433976925330162,3.9253592621720164
155,central nervous system development (GO:0007417),6.41443692492676,1.6172176457304441
156,negative regulation of neuroinflammatory response (GO:0150079),6.3974948306474975,9.290016920473773
157,regulation of type B pancreatic cell proliferation (GO:0061469),6.3974948306474975,9.290016920473773
158,zinc ion homeostasis (GO:0055069),6.39532534111676,5.225634517766498
159,regulation of fibroblast proliferation (GO:0048145),6.3912948525374045,3.5228996748987624
160,regulation of proteolysis (GO:0030162),6.346133263297355,1.734845017114046
161,negative regulation of cysteine-type endopeptidase activity (GO:2000117),6.250576453835261,3.4454733084174705
162,negative regulation of MAPK cascade (GO:0043409),6.243331875649125,2.664048969841744
163,tumor necrosis factor-mediated signaling pathway (GO:0033209),6.217814801646771,4.278297266007659
164,detoxification of copper ion (GO:0010273),6.196457376452726,8.709390862944161
165,stress response to copper ion (GO:1990169),6.196457376452726,8.709390862944161
166,apoptotic signaling pathway (GO:0097190),6.1955724463456985,2.20490907922637
167,animal organ development (GO:0048513),6.185549254069683,1.3061409776019517
168,endochondral ossification (GO:0001958),6.181614613333497,6.220993473531545
169,cellular response to copper ion (GO:0071280),6.181614613333497,6.220993473531545
170,replacement ossification (GO:0036075),6.181614613333497,6.220993473531545
171,placenta development (GO:0001890),6.154428268541505,2.7685480888829126
172,negative regulation of BMP signaling pathway (GO:0030514),6.127731934504494,4.20453352004201
173,negative regulation of leukocyte activation (GO:0002695),6.120709239168816,2.5140509707467684
174,negative regulation of cell activation (GO:0050866),6.117432175342627,2.4192752397067117
175,regulation of interleukin-6 production (GO:0032675),6.103393532973352,2.750333956719209
176,rhombomere development (GO:0021546),6.101128742428118,14.930384336475708
177,autocrine signaling (GO:0035425),6.101128742428118,14.930384336475708
178,regulation of neural precursor cell proliferation (GO:2000177),6.046728656742311,3.335511394319041
179,regulation of astrocyte differentiation (GO:0048710),6.045432193196342,6.006476457202871
180,response to chemical (GO:0042221),6.0285347020944915,1.261360056012603
181,response to external biotic stimulus (GO:0043207),5.983686236028845,1.4840023537418825
182,response to wounding (GO:0009611),5.977024920116698,1.9484095890255395
183,skeletal muscle tissue development (GO:0007519),5.976609697816362,2.8597999848473368
184,biological process involved in symbiotic interaction (GO:0044403),5.968910713319857,2.2691133282766396
185,negative regulation of biosynthetic process (GO:0009890),5.9625348572773005,1.4587157110349829
186,body morphogenesis (GO:0010171),5.960556669511406,4.75057683433318
187,defense response to other organism (GO:0098542),5.900154769693714,1.5657331888438943
188,response to oxygen-containing compound (GO:1901700),5.896009027801484,1.4599881523955398
189,muscle structure development (GO:0061061),5.8951991512776285,1.884998423242424
190,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154),5.89329797924695,3.5730834309514514
191,regulation of vascular associated smooth muscle cell proliferation (GO:1904705),5.868147941675359,3.9977531829907633
192,response to cadmium ion (GO:0046686),5.868147941675359,3.9977531829907633
193,defense response to bacterium (GO:0042742),5.850798771511004,2.0383680743060806
194,regulation of microglial cell activation (GO:1903978),5.828623122473825,7.741680767061478
195,negative regulation of DNA-templated transcription (GO:0045892),5.818177624076527,1.5009381078996744
196,negative regulation of nucleic acid-templated transcription (GO:1903507),5.80643439445499,1.4986725409443542
197,cellular response to UV-B (GO:0071493),5.803510834068656,13.064086294416244
198,regulation of long-chain fatty acid import into cell (GO:0140212),5.803510834068656,13.064086294416244
199,negative regulation of RNA biosynthetic process (GO:1902679),5.793969811463005,1.4964138031283112
200,humoral immune response (GO:0006959),5.740004765306431,2.0553134779809232
201,defense response to Gram-positive bacterium (GO:0050830),5.698126676242023,2.927526340485433
202,complement activation (GO:0006956),5.6633914064515745,2.7372371283538794
203,transition metal ion homeostasis (GO:0055076),5.6633914064515745,2.7372371283538794
204,negative regulation of anoikis (GO:2000811),5.659607100377265,7.334223884584557
205,detoxification of inorganic compound (GO:0061687),5.659607100377265,7.334223884584557
206,regulation of MAPK cascade (GO:0043408),5.648824037033155,1.7107732052211748
207,somitogenesis (GO:0001756),5.623429093875391,3.810358502538071
208,somite development (GO:0061053),5.610746469669271,3.3987866782221126
209,regulation of gliogenesis (GO:0014013),5.602183174394605,3.1043373372870278
210,"complement activation, classical pathway (GO:0006958)",5.587822889474258,2.8791374753534424
211,negative regulation of binding (GO:0051100),5.571938232215547,2.564728597676809
212,intrinsic apoptotic signaling pathway (GO:0097193),5.571938232215547,2.564728597676809
213,positive regulation of cardiac muscle contraction (GO:0060452),5.536634209464919,11.612521150592217
214,negative regulation of antigen processing and presentation (GO:0002578),5.536634209464919,11.612521150592217
215,mitotic nuclear membrane reassembly (GO:0007084),5.536634209464919,11.612521150592217
216,mitotic interphase (GO:0051329),5.536634209464919,11.612521150592217
217,interphase (GO:0051325),5.536634209464919,11.612521150592217
218,mitotic nuclear membrane organization (GO:0101024),5.536634209464919,11.612521150592217
219,regulation of circadian sleep/wake cycle (GO:0042749),5.499302240109622,6.96751269035533
220,stress response to metal ion (GO:0097501),5.499302240109622,6.96751269035533
221,response to other organism (GO:0051707),5.486498450256703,1.4627388433216226
222,negative regulation of cell adhesion (GO:0007162),5.465452015230668,2.1623315245930335
223,positive regulation of inflammatory response (GO:0050729),5.464883776682444,2.6612027636773834
224,negative regulation of RNA metabolic process (GO:0051253),5.455973851255516,1.456622862095191
225,cell communication (GO:0007154),5.444398421741164,1.2064674725905429
226,response to corticosteroid (GO:0031960),5.435946643683799,2.518378080851324
227,negative regulation of transcription by RNA polymerase II (GO:0000122),5.424064604021334,1.5737708335504852
228,negative regulation of cellular response to growth factor stimulus (GO:0090288),5.423895416458897,3.014789144865287
229,regulation of epithelial cell proliferation (GO:0050678),5.415610929494908,1.982625562296232
230,cellular response to fibroblast growth factor stimulus (GO:0044344),5.41007498960482,3.278829501343685
231,response to abiotic stimulus (GO:0009628),5.4062557028311575,1.5227837726467937
232,regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation (GO:2000313),5.405266646274063,34.837563451776646
233,protein deamination (GO:0018277),5.405266646274063,34.837563451776646
234,negative regulation of glycine import across plasma membrane (GO:1900924),5.405266646274063,34.837563451776646
235,regulation of glycine import across plasma membrane (GO:1900923),5.405266646274063,34.837563451776646
236,humoral immune response mediated by circulating immunoglobulin (GO:0002455),5.3745583208906185,2.787005076142132
237,cartilage development (GO:0051216),5.347282288558559,2.488397389412618
238,tube morphogenesis (GO:0035239),5.3310038688936405,1.708231194515051
239,multicellular organismal process (GO:0032501),5.33098896631017,1.1751920811874208
240,negative regulation of striated muscle cell differentiation (GO:0051154),5.321684696572816,4.976794778825235
241,blood vessel morphogenesis (GO:0048514),5.311386197429159,1.9032398085293658
242,gland morphogenesis (GO:0022612),5.3088114849713,2.9579063308112246
243,gland development (GO:0048732),5.2980265706983785,1.8987297615897225
244,response to zinc ion (GO:0010043),5.1285602090096,3.9438751077483
245,negative regulation of transferase activity (GO:0051348),5.125763613142388,2.1535948315643747
246,response to organonitrogen compound (GO:0010243),5.1257356723378065,1.5475363930024753
247,response to endogenous stimulus (GO:0009719),5.121873714768029,1.4483888524808672
248,cellular zinc ion homeostasis (GO:0006882),5.110381173591726,4.7077788448346825
249,response to biotic stimulus (GO:0009607),5.105136904439318,1.4378155416497806
250,regulation of hemopoiesis (GO:1903706),5.090064328554985,1.9256944621585081
251,cellular response to cytokine stimulus (GO:0071345),5.0851704191401215,1.6589315929417454
252,positive regulation of cell activation (GO:0050867),5.078318589008299,1.792055733116083
253,biological phase (GO:0044848),5.074627076186051,9.50115366866636
254,synapse pruning (GO:0098883),5.074627076186051,9.50115366866636
255,mitotic cell cycle phase (GO:0098763),5.074627076186051,9.50115366866636
256,cell cycle phase (GO:0022403),5.074627076186051,9.50115366866636
257,negative regulation of stem cell proliferation (GO:2000647),5.063465974500446,6.058706687265504
258,negative regulation of organic acid transport (GO:0032891),5.063465974500446,6.058706687265504
259,negative regulation of necrotic cell death (GO:0060547),5.063465974500446,6.058706687265504
260,signaling (GO:0023052),5.057139037789085,1.1987691495545396
261,positive regulation of B cell activation (GO:0050871),5.04896205025795,2.3888614938361132
262,inflammatory response (GO:0006954),5.043594137373046,1.7418781725888324
263,response to fibroblast growth factor (GO:0071774),5.034913952797787,3.0626429408155293
264,negative regulation of hemopoiesis (GO:1903707),5.033528523536964,2.8246673069008095
265,"phagocytosis, engulfment (GO:0006911)",5.023363671910427,2.639209352407322
266,negative regulation of cell cycle (GO:0045786),5.022906440894545,1.9408113343608162
267,negative regulation of chromosome segregation (GO:0051985),5.00949097143158,4.583889927865348
268,negative regulation of chromosome separation (GO:1905819),5.00949097143158,4.583889927865348
269,embryonic organ development (GO:0048568),4.996608531634585,1.8416333102260785
270,response to external stimulus (GO:0009605),4.93582551273607,1.3122290000061678
271,cellular response to stimulus (GO:0051716),4.9243457268825335,1.1667322209454807
272,response to cytokine (GO:0034097),4.922040913544695,1.5952844649947227
273,specification of animal organ position (GO:0010159),4.913068254448788,23.22504230118443
274,rhombomere 5 development (GO:0021571),4.913068254448788,23.22504230118443
275,negative regulation of lymphangiogenesis (GO:1901491),4.913068254448788,23.22504230118443
276,regulation of peroxisome size (GO:0044375),4.913068254448788,23.22504230118443
277,receptor-mediated endocytosis involved in cholesterol transport (GO:0090118),4.913068254448788,23.22504230118443
278,T-helper 1 cell activation (GO:0035711),4.913068254448788,23.22504230118443
279,positive regulation of type B pancreatic cell proliferation (GO:1904692),4.913068254448788,23.22504230118443
280,negative regulation of astrocyte activation (GO:0061889),4.913068254448788,23.22504230118443
281,regulation of epidermal cell division (GO:0010482),4.913068254448788,23.22504230118443
282,regulation of glial cell differentiation (GO:0045685),4.899553852451573,3.2954451913842777
283,intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630),4.899553852451573,3.2954451913842777
284,somatic stem cell population maintenance (GO:0035019),4.887685830920453,3.732596084118927
285,negative regulation of growth (GO:0045926),4.875609671724785,2.1156415051686226
286,regulation of dendritic cell differentiation (GO:2001198),4.872196973578995,8.709390862944161
287,regulation of cerebellar granule cell precursor proliferation (GO:0021936),4.872196973578995,8.709390862944161
288,embryonic skeletal system morphogenesis (GO:0048704),4.859322630807765,2.9648990171724807
289,negative regulation of intracellular signal transduction (GO:1902532),4.857080785285545,1.748603570938596
290,regulation of growth (GO:0040008),4.846826269060882,1.6668690646783086
291,detoxification (GO:0098754),4.834340095947032,2.5615855479247536
292,negative regulation of lymphocyte differentiation (GO:0045620),4.810842715589014,3.667111942292279
293,endochondral bone morphogenesis (GO:0060350),4.810842715589014,3.667111942292279
294,positive regulation of neural precursor cell proliferation (GO:2000179),4.810842715589014,3.667111942292279
295,secretion by tissue (GO:0032941),4.804723203146797,5.574010152284264
296,"protein localization to chromosome, centromeric region (GO:0071459)",4.804723203146797,5.574010152284264
297,cellular response to zinc ion (GO:0071294),4.804723203146797,5.574010152284264
298,nuclear membrane reassembly (GO:0031468),4.804723203146797,5.574010152284264
299,protein refolding (GO:0042026),4.804723203146797,5.574010152284264
300,wound healing (GO:0042060),4.803147419926592,1.958324572733007
301,negative regulation of protein modification by small protein conjugation or removal (GO:1903321),4.802445867492721,2.933689553833823
302,cell migration (GO:0016477),4.791034959693551,1.5431921794806933
303,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193),4.769520942369941,3.2087229495057437
304,regulation of behavior (GO:0050795),4.769520942369941,3.2087229495057437
305,response to hormone (GO:0009725),4.7653986770639785,1.5897193230928068
306,regulation of response to stimulus (GO:0048583),4.743178892336134,1.2263098686545078
307,circadian rhythm (GO:0007623),4.742809517574789,2.52446111969396
308,positive regulation of DNA binding (GO:0043388),4.735628120200611,3.6038858743217226
309,regulation of macrophage activation (GO:0043030),4.735628120200611,3.6038858743217226
310,regulation of anatomical structure morphogenesis (GO:0022603),4.7288929404533215,1.545822620695717
311,ventricular septum morphogenesis (GO:0060412),4.72407321012385,4.248483347777641
312,negative regulation of response to external stimulus (GO:0032102),4.703806643468318,1.871071182831994
313,regulation of epithelial to mesenchymal transition (GO:0010717),4.6910724897714235,2.8732011094248784
314,chronic inflammatory response (GO:0002544),4.685240099676291,8.039437719640764
315,negative regulation of pathway-restricted SMAD protein phosphorylation (GO:0060394),4.685240099676291,8.039437719640764
316,keratinocyte development (GO:0003334),4.685240099676291,8.039437719640764
317,regulation of anoikis (GO:2000209),4.683501579350878,5.3596251464271765
318,positive regulation of heart rate (GO:0010460),4.683501579350878,5.3596251464271765
319,maintenance of cell number (GO:0098727),4.675600620377802,2.6571022971694056
320,cellular response to metal ion (GO:0071248),4.670410915397607,2.264441624365482
321,nucleoside diphosphate phosphorylation (GO:0006165),4.661988834267584,3.5428030628925407
322,anterior/posterior axis specification (GO:0009948),4.661988834267584,3.5428030628925407
323,negative regulation of muscle cell differentiation (GO:0051148),4.661988834267584,3.5428030628925407
324,negative regulation of apoptotic signaling pathway (GO:2001234),4.64706215685183,2.129807372597699
325,stem cell proliferation (GO:0072089),4.643822694636907,3.1264480020825203
326,glycolytic process (GO:0006096),4.634246237298573,4.147328982354363
327,regulation of collagen metabolic process (GO:0010712),4.634246237298573,4.147328982354363
328,response to copper ion (GO:0046688),4.634246237298573,4.147328982354363
329,cellular response to inorganic substance (GO:0071241),4.619278436252718,2.1205473405429265
330,plasma membrane invagination (GO:0099024),4.6090825309614205,2.470749180977067
331,negative regulation of kinase activity (GO:0033673),4.591368904667218,2.1113674819258574
332,negative regulation of cell-substrate adhesion (GO:0010812),4.589874185120178,3.483756345177665
333,formation of primary germ layer (GO:0001704),4.578765848645291,2.612817258883249
334,regulation of peptidase activity (GO:0052547),4.563495852953209,1.7727078747585463
335,ATP generation from ADP (GO:0006757),4.546877943768603,4.0508794711368195
336,regulation of immune system process (GO:0002682),4.529187665817021,1.3980864279989311
337,negative regulation of dendritic cell antigen processing and presentation (GO:0002605),4.526186091693699,17.418781725888323
338,dAMP catabolic process (GO:0046059),4.526186091693699,17.418781725888323
339,negative regulation of long-chain fatty acid import into cell (GO:0140213),4.526186091693699,17.418781725888323
340,metanephric part of ureteric bud development (GO:0035502),4.526186091693699,17.418781725888323
341,protein localization to CENP-A containing chromatin (GO:0061644),4.526186091693699,17.418781725888323
342,regulation of transepithelial transport (GO:0150111),4.526186091693699,17.418781725888323
343,negative regulation of long-chain fatty acid import across plasma membrane (GO:0010748),4.526186091693699,17.418781725888323
344,response to glucocorticoid (GO:0051384),4.522233284680519,2.4361932483759894
345,nucleotide phosphorylation (GO:0046939),4.519235879120484,3.4266455854206543
346,positive regulation of DNA-templated DNA replication (GO:2000105),4.511735472680266,7.465192168237854
347,type B pancreatic cell proliferation (GO:0044342),4.511735472680266,7.465192168237854
348,positive regulation of striated muscle contraction (GO:0045989),4.511735472680266,7.465192168237854
349,negative regulation of protein kinase activity (GO:0006469),4.50847517310294,2.1878663037347654
350,response to nitrogen compound (GO:1901698),4.496884915873832,1.476167942871892
351,endoderm development (GO:0007492),4.462942788626339,3.010653631635019
352,brain development (GO:0007420),4.4462509112878195,1.57330931717701
353,response to unfolded protein (GO:0006986),4.437746295292578,2.5490900086665844
354,positive regulation of proteolysis (GO:0045862),4.429597739576203,1.8679658687279703
355,regulation of stem cell proliferation (GO:0072091),4.404596413280127,2.9739383434443485
356,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101),4.395286804616031,2.3861344829984006
357,response to steroid hormone (GO:0048545),4.39077742950938,1.9626796310860082
358,response to fatty acid (GO:0070542),4.382206144915173,3.31786318588349
359,membrane biogenesis (GO:0044091),4.382206144915173,3.31786318588349
360,mammary gland epithelium development (GO:0061180),4.382206144915173,3.31786318588349
361,signal transduction (GO:0007165),4.382161510662686,1.1904794549717006
362,embryonic morphogenesis (GO:0048598),4.3788825881327735,1.6505106203887414
363,regulation of lymphocyte activation (GO:0051249),4.3788825881327735,1.6505106203887414
364,mammary gland epithelial cell proliferation (GO:0033598),4.350034054377325,6.96751269035533
365,entrainment of circadian clock by photoperiod (GO:0043153),4.348105461566791,4.805181165762297
366,regulation of striated muscle cell differentiation (GO:0051153),4.34718525804075,2.9381077609932116
367,negative regulation of protein ubiquitination (GO:0031397),4.34718525804075,2.9381077609932116
